Logging to logs/ppo_cnn_7x7_4
---------------------------------
| rollout/           |          |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 577         |
|    ep_rew_mean          | 2           |
| time/                   |             |
|    fps                  | 1376        |
|    iterations           | 78          |
|    time_elapsed         | 3714        |
|    total_timesteps      | 5111808     |
| train/                  |             |
|    approx_kl            | 0.025638003 |
|    clip_fraction        | 0.0429      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0434     |
|    explained_variance   | 0.245       |
|    learning_rate        | 0.000475    |
|    loss                 | -0.000164   |
|    n_updates            | 308         |
|    policy_gradient_loss | 0.00109     |
|    value_loss           | 0.0111      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 610         |
|    ep_rew_mean          | 2.17        |
| time/                   |             |
|    fps                  | 1376        |
|    iterations           | 79          |
|    time_elapsed         | 3762        |
|    total_timesteps      | 5177344     |
| train/                  |             |
|    approx_kl            | 0.055343248 |
|    clip_fraction        | 0.0501      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0409     |
|    explained_variance   | 0.39        |
|    learning_rate        | 0.000475    |
|    loss                 | 0.0111      |
|    n_updates            | 312         |
|    policy_gradient_loss | 0.00285     |
|    value_loss           | 0.0171      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 570        |
|    ep_rew_mean          | 1.92       |
| time/                   |            |
|    fps                  | 1375       |
|    iterations           | 80         |
|    time_elapsed         | 3810       |
|    total_timesteps      | 5242880    |
| train/                  |            |
|    approx_kl            | 0.03235003 |
|    clip_fraction        | 0.0476     |
|    clip_range           | 0.144      |
|    entropy_loss         | -0.0435    |
|    explained_variance   | 0.311      |
|    learning_rate        | 0.000474   |
|    loss                 | 0.00721    |
|    n_updates            | 316        |
|    policy_gradient_loss | 0.0013     |
|    value_loss           | 0.0158     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 519         |
|    ep_rew_mean          | 1.25        |
| time/                   |             |
|    fps                  | 1375        |
|    iterations           | 81          |
|    time_elapsed         | 3858        |
|    total_timesteps      | 5308416     |
| train/                  |             |
|    approx_kl            | 0.039547175 |
|    clip_fraction        | 0.0482      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0446     |
|    explained_variance   | 0.349       |
|    learning_rate        | 0.000474    |
|    loss                 | 0.00709     |
|    n_updates            | 320         |
|    policy_gradient_loss | 0.00219     |
|    value_loss           | 0.0153      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 525         |
|    ep_rew_mean          | 1.49        |
| time/                   |             |
|    fps                  | 1375        |
|    iterations           | 82          |
|    time_elapsed         | 3906        |
|    total_timesteps      | 5373952     |
| train/                  |             |
|    approx_kl            | 0.036627434 |
|    clip_fraction        | 0.0547      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0496     |
|    explained_variance   | 0.235       |
|    learning_rate        | 0.000474    |
|    loss                 | 0.00962     |
|    n_updates            | 324         |
|    policy_gradient_loss | 0.000813    |
|    value_loss           | 0.031       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 434        |
|    ep_rew_mean          | 0.157      |
| time/                   |            |
|    fps                  | 1375       |
|    iterations           | 83         |
|    time_elapsed         | 3954       |
|    total_timesteps      | 5439488    |
| train/                  |            |
|    approx_kl            | 0.06438698 |
|    clip_fraction        | 0.0649     |
|    clip_range           | 0.143      |
|    entropy_loss         | -0.0548    |
|    explained_variance   | 0.352      |
|    learning_rate        | 0.000473   |
|    loss                 | 0.0107     |
|    n_updates            | 328        |
|    policy_gradient_loss | 0.00171    |
|    value_loss           | 0.0336     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 518        |
|    ep_rew_mean          | 1.86       |
| time/                   |            |
|    fps                  | 1375       |
|    iterations           | 84         |
|    time_elapsed         | 4002       |
|    total_timesteps      | 5505024    |
| train/                  |            |
|    approx_kl            | 0.04023196 |
|    clip_fraction        | 0.0548     |
|    clip_range           | 0.143      |
|    entropy_loss         | -0.0587    |
|    explained_variance   | 0.205      |
|    learning_rate        | 0.000473   |
|    loss                 | 0.0304     |
|    n_updates            | 332        |
|    policy_gradient_loss | 0.000141   |
|    value_loss           | 0.0946     |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | 1.83         |
| time/                   |              |
|    fps                  | 1375         |
|    iterations           | 85           |
|    time_elapsed         | 4050         |
|    total_timesteps      | 5570560      |
| train/                  |              |
|    approx_kl            | 0.0110762715 |
|    clip_fraction        | 0.0415       |
|    clip_range           | 0.143        |
|    entropy_loss         | -0.0545      |
|    explained_variance   | 0.0575       |
|    learning_rate        | 0.000473     |
|    loss                 | 0.0216       |
|    n_updates            | 336          |
|    policy_gradient_loss | 0.000274     |
|    value_loss           | 0.0674       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 502         |
|    ep_rew_mean          | 2.85        |
| time/                   |             |
|    fps                  | 1375        |
|    iterations           | 86          |
|    time_elapsed         | 4098        |
|    total_timesteps      | 5636096     |
| train/                  |             |
|    approx_kl            | 0.022871234 |
|    clip_fraction        | 0.0516      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0549     |
|    explained_variance   | 0.481       |
|    learning_rate        | 0.000472    |
|    loss                 | 0.0153      |
|    n_updates            | 340         |
|    policy_gradient_loss | 0.00123     |
|    value_loss           | 0.0531      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 568         |
|    ep_rew_mean          | 2.92        |
| time/                   |             |
|    fps                  | 1374        |
|    iterations           | 87          |
|    time_elapsed         | 4147        |
|    total_timesteps      | 5701632     |
| train/                  |             |
|    approx_kl            | 0.051121976 |
|    clip_fraction        | 0.0658      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0525     |
|    explained_variance   | 0.659       |
|    learning_rate        | 0.000472    |
|    loss                 | 0.0143      |
|    n_updates            | 344         |
|    policy_gradient_loss | 0.00306     |
|    value_loss           | 0.0345      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 520        |
|    ep_rew_mean          | 5.24       |
| time/                   |            |
|    fps                  | 1374       |
|    iterations           | 88         |
|    time_elapsed         | 4194       |
|    total_timesteps      | 5767168    |
| train/                  |            |
|    approx_kl            | 0.03217118 |
|    clip_fraction        | 0.0537     |
|    clip_range           | 0.143      |
|    entropy_loss         | -0.054     |
|    explained_variance   | 0.671      |
|    learning_rate        | 0.000472   |
|    loss                 | 0.0166     |
|    n_updates            | 348        |
|    policy_gradient_loss | 0.00286    |
|    value_loss           | 0.0354     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 514         |
|    ep_rew_mean          | 4.44        |
| time/                   |             |
|    fps                  | 1374        |
|    iterations           | 89          |
|    time_elapsed         | 4242        |
|    total_timesteps      | 5832704     |
| train/                  |             |
|    approx_kl            | 0.018063314 |
|    clip_fraction        | 0.0508      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0617     |
|    explained_variance   | 0.57        |
|    learning_rate        | 0.000471    |
|    loss                 | 0.0108      |
|    n_updates            | 352         |
|    policy_gradient_loss | -0.000769   |
|    value_loss           | 0.0492      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 475         |
|    ep_rew_mean          | 3.66        |
| time/                   |             |
|    fps                  | 1374        |
|    iterations           | 90          |
|    time_elapsed         | 4290        |
|    total_timesteps      | 5898240     |
| train/                  |             |
|    approx_kl            | 0.027523136 |
|    clip_fraction        | 0.0555      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0597     |
|    explained_variance   | 0.735       |
|    learning_rate        | 0.000471    |
|    loss                 | 0.0108      |
|    n_updates            | 356         |
|    policy_gradient_loss | 0.000927    |
|    value_loss           | 0.0465      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 481         |
|    ep_rew_mean          | 4.53        |
| time/                   |             |
|    fps                  | 1374        |
|    iterations           | 91          |
|    time_elapsed         | 4339        |
|    total_timesteps      | 5963776     |
| train/                  |             |
|    approx_kl            | 0.026263347 |
|    clip_fraction        | 0.0609      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.06       |
|    explained_variance   | 0.747       |
|    learning_rate        | 0.000471    |
|    loss                 | 0.0172      |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.00185     |
|    value_loss           | 0.0442      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 455        |
|    ep_rew_mean          | 4.26       |
| time/                   |            |
|    fps                  | 1374       |
|    iterations           | 92         |
|    time_elapsed         | 4386       |
|    total_timesteps      | 6029312    |
| train/                  |            |
|    approx_kl            | 0.02253939 |
|    clip_fraction        | 0.057      |
|    clip_range           | 0.143      |
|    entropy_loss         | -0.0608    |
|    explained_variance   | 0.762      |
|    learning_rate        | 0.00047    |
|    loss                 | 0.014      |
|    n_updates            | 364        |
|    policy_gradient_loss | 0.000134   |
|    value_loss           | 0.0432     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 462         |
|    ep_rew_mean          | 4.26        |
| time/                   |             |
|    fps                  | 1374        |
|    iterations           | 93          |
|    time_elapsed         | 4434        |
|    total_timesteps      | 6094848     |
| train/                  |             |
|    approx_kl            | 0.029446455 |
|    clip_fraction        | 0.0643      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0633     |
|    explained_variance   | 0.712       |
|    learning_rate        | 0.00047     |
|    loss                 | 0.013       |
|    n_updates            | 368         |
|    policy_gradient_loss | 0.00113     |
|    value_loss           | 0.0549      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 452         |
|    ep_rew_mean          | 4.81        |
| time/                   |             |
|    fps                  | 1374        |
|    iterations           | 94          |
|    time_elapsed         | 4483        |
|    total_timesteps      | 6160384     |
| train/                  |             |
|    approx_kl            | 0.014906226 |
|    clip_fraction        | 0.048       |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0618     |
|    explained_variance   | 0.654       |
|    learning_rate        | 0.00047     |
|    loss                 | 0.0215      |
|    n_updates            | 372         |
|    policy_gradient_loss | 0.000206    |
|    value_loss           | 0.0643      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 455        |
|    ep_rew_mean          | 4.38       |
| time/                   |            |
|    fps                  | 1374       |
|    iterations           | 95         |
|    time_elapsed         | 4531       |
|    total_timesteps      | 6225920    |
| train/                  |            |
|    approx_kl            | 0.02916977 |
|    clip_fraction        | 0.0598     |
|    clip_range           | 0.142      |
|    entropy_loss         | -0.0596    |
|    explained_variance   | 0.783      |
|    learning_rate        | 0.000469   |
|    loss                 | 0.0145     |
|    n_updates            | 376        |
|    policy_gradient_loss | 0.000148   |
|    value_loss           | 0.0465     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 479         |
|    ep_rew_mean          | 6.17        |
| time/                   |             |
|    fps                  | 1373        |
|    iterations           | 96          |
|    time_elapsed         | 4579        |
|    total_timesteps      | 6291456     |
| train/                  |             |
|    approx_kl            | 0.022115443 |
|    clip_fraction        | 0.0548      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0616     |
|    explained_variance   | 0.755       |
|    learning_rate        | 0.000469    |
|    loss                 | 0.0257      |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.000515    |
|    value_loss           | 0.0517      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 447         |
|    ep_rew_mean          | 4.95        |
| time/                   |             |
|    fps                  | 1373        |
|    iterations           | 97          |
|    time_elapsed         | 4626        |
|    total_timesteps      | 6356992     |
| train/                  |             |
|    approx_kl            | 0.024330365 |
|    clip_fraction        | 0.0515      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0556     |
|    explained_variance   | 0.833       |
|    learning_rate        | 0.000469    |
|    loss                 | 0.0127      |
|    n_updates            | 384         |
|    policy_gradient_loss | 0.00114     |
|    value_loss           | 0.0342      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 467        |
|    ep_rew_mean          | 6.19       |
| time/                   |            |
|    fps                  | 1373       |
|    iterations           | 98         |
|    time_elapsed         | 4674       |
|    total_timesteps      | 6422528    |
| train/                  |            |
|    approx_kl            | 0.03556557 |
|    clip_fraction        | 0.054      |
|    clip_range           | 0.142      |
|    entropy_loss         | -0.0502    |
|    explained_variance   | 0.809      |
|    learning_rate        | 0.000468   |
|    loss                 | 0.0104     |
|    n_updates            | 388        |
|    policy_gradient_loss | 0.0013     |
|    value_loss           | 0.0391     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 467         |
|    ep_rew_mean          | 6.63        |
| time/                   |             |
|    fps                  | 1373        |
|    iterations           | 99          |
|    time_elapsed         | 4722        |
|    total_timesteps      | 6488064     |
| train/                  |             |
|    approx_kl            | 0.011422776 |
|    clip_fraction        | 0.0409      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0505     |
|    explained_variance   | 0.879       |
|    learning_rate        | 0.000468    |
|    loss                 | 0.00815     |
|    n_updates            | 392         |
|    policy_gradient_loss | 0.000373    |
|    value_loss           | 0.0227      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 454         |
|    ep_rew_mean          | 5.41        |
| time/                   |             |
|    fps                  | 1373        |
|    iterations           | 100         |
|    time_elapsed         | 4771        |
|    total_timesteps      | 6553600     |
| train/                  |             |
|    approx_kl            | 0.011899104 |
|    clip_fraction        | 0.0371      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0476     |
|    explained_variance   | 0.886       |
|    learning_rate        | 0.000468    |
|    loss                 | 0.0081      |
|    n_updates            | 396         |
|    policy_gradient_loss | -8.06e-05   |
|    value_loss           | 0.0272      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 461         |
|    ep_rew_mean          | 5.93        |
| time/                   |             |
|    fps                  | 1373        |
|    iterations           | 101         |
|    time_elapsed         | 4819        |
|    total_timesteps      | 6619136     |
| train/                  |             |
|    approx_kl            | 0.016006917 |
|    clip_fraction        | 0.0472      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0497     |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.000467    |
|    loss                 | 0.00595     |
|    n_updates            | 400         |
|    policy_gradient_loss | 0.000526    |
|    value_loss           | 0.0256      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 469        |
|    ep_rew_mean          | 5.71       |
| time/                   |            |
|    fps                  | 1373       |
|    iterations           | 102        |
|    time_elapsed         | 4867       |
|    total_timesteps      | 6684672    |
| train/                  |            |
|    approx_kl            | 0.02887902 |
|    clip_fraction        | 0.0434     |
|    clip_range           | 0.142      |
|    entropy_loss         | -0.0469    |
|    explained_variance   | 0.87       |
|    learning_rate        | 0.000467   |
|    loss                 | 0.0106     |
|    n_updates            | 404        |
|    policy_gradient_loss | 0.00057    |
|    value_loss           | 0.0308     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 543         |
|    ep_rew_mean          | 4.89        |
| time/                   |             |
|    fps                  | 1373        |
|    iterations           | 103         |
|    time_elapsed         | 4915        |
|    total_timesteps      | 6750208     |
| train/                  |             |
|    approx_kl            | 0.011966159 |
|    clip_fraction        | 0.0392      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0474     |
|    explained_variance   | 0.857       |
|    learning_rate        | 0.000467    |
|    loss                 | 0.00605     |
|    n_updates            | 408         |
|    policy_gradient_loss | 0.000297    |
|    value_loss           | 0.024       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 478         |
|    ep_rew_mean          | 5.48        |
| time/                   |             |
|    fps                  | 1373        |
|    iterations           | 104         |
|    time_elapsed         | 4963        |
|    total_timesteps      | 6815744     |
| train/                  |             |
|    approx_kl            | 0.021277957 |
|    clip_fraction        | 0.0285      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0438     |
|    explained_variance   | 0.26        |
|    learning_rate        | 0.000466    |
|    loss                 | 0.0186      |
|    n_updates            | 412         |
|    policy_gradient_loss | -0.00109    |
|    value_loss           | 0.0677      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 438         |
|    ep_rew_mean          | 4.29        |
| time/                   |             |
|    fps                  | 1373        |
|    iterations           | 105         |
|    time_elapsed         | 5011        |
|    total_timesteps      | 6881280     |
| train/                  |             |
|    approx_kl            | 0.016539186 |
|    clip_fraction        | 0.046       |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0462     |
|    explained_variance   | 0.744       |
|    learning_rate        | 0.000466    |
|    loss                 | 0.00761     |
|    n_updates            | 416         |
|    policy_gradient_loss | 0.000324    |
|    value_loss           | 0.0239      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 442         |
|    ep_rew_mean          | 4.68        |
| time/                   |             |
|    fps                  | 1373        |
|    iterations           | 106         |
|    time_elapsed         | 5059        |
|    total_timesteps      | 6946816     |
| train/                  |             |
|    approx_kl            | 0.034101292 |
|    clip_fraction        | 0.0567      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0512     |
|    explained_variance   | 0.819       |
|    learning_rate        | 0.000466    |
|    loss                 | 0.00539     |
|    n_updates            | 420         |
|    policy_gradient_loss | 0.00106     |
|    value_loss           | 0.0286      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 461         |
|    ep_rew_mean          | 5.81        |
| time/                   |             |
|    fps                  | 1372        |
|    iterations           | 107         |
|    time_elapsed         | 5107        |
|    total_timesteps      | 7012352     |
| train/                  |             |
|    approx_kl            | 0.027309047 |
|    clip_fraction        | 0.055       |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0529     |
|    explained_variance   | 0.808       |
|    learning_rate        | 0.000465    |
|    loss                 | 0.0139      |
|    n_updates            | 424         |
|    policy_gradient_loss | 8.53e-05    |
|    value_loss           | 0.0416      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 410         |
|    ep_rew_mean          | 5.37        |
| time/                   |             |
|    fps                  | 1372        |
|    iterations           | 108         |
|    time_elapsed         | 5155        |
|    total_timesteps      | 7077888     |
| train/                  |             |
|    approx_kl            | 0.021588288 |
|    clip_fraction        | 0.046       |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.052      |
|    explained_variance   | 0.825       |
|    learning_rate        | 0.000465    |
|    loss                 | 0.0142      |
|    n_updates            | 428         |
|    policy_gradient_loss | -0.000142   |
|    value_loss           | 0.0368      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 461         |
|    ep_rew_mean          | 5.89        |
| time/                   |             |
|    fps                  | 1372        |
|    iterations           | 109         |
|    time_elapsed         | 5203        |
|    total_timesteps      | 7143424     |
| train/                  |             |
|    approx_kl            | 0.018292814 |
|    clip_fraction        | 0.0467      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0539     |
|    explained_variance   | 0.779       |
|    learning_rate        | 0.000465    |
|    loss                 | 0.0223      |
|    n_updates            | 432         |
|    policy_gradient_loss | 0.00115     |
|    value_loss           | 0.042       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 446        |
|    ep_rew_mean          | 5.59       |
| time/                   |            |
|    fps                  | 1372       |
|    iterations           | 110        |
|    time_elapsed         | 5252       |
|    total_timesteps      | 7208960    |
| train/                  |            |
|    approx_kl            | 0.02283829 |
|    clip_fraction        | 0.0453     |
|    clip_range           | 0.141      |
|    entropy_loss         | -0.0514    |
|    explained_variance   | 0.85       |
|    learning_rate        | 0.000464   |
|    loss                 | 0.00898    |
|    n_updates            | 436        |
|    policy_gradient_loss | 0.000148   |
|    value_loss           | 0.027      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 416         |
|    ep_rew_mean          | 5.4         |
| time/                   |             |
|    fps                  | 1372        |
|    iterations           | 111         |
|    time_elapsed         | 5300        |
|    total_timesteps      | 7274496     |
| train/                  |             |
|    approx_kl            | 0.016033024 |
|    clip_fraction        | 0.0447      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0495     |
|    explained_variance   | 0.894       |
|    learning_rate        | 0.000464    |
|    loss                 | 0.0107      |
|    n_updates            | 440         |
|    policy_gradient_loss | 0.00115     |
|    value_loss           | 0.0204      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 445         |
|    ep_rew_mean          | 5.3         |
| time/                   |             |
|    fps                  | 1372        |
|    iterations           | 112         |
|    time_elapsed         | 5348        |
|    total_timesteps      | 7340032     |
| train/                  |             |
|    approx_kl            | 0.018766943 |
|    clip_fraction        | 0.0484      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0497     |
|    explained_variance   | 0.867       |
|    learning_rate        | 0.000464    |
|    loss                 | 0.0105      |
|    n_updates            | 444         |
|    policy_gradient_loss | 8.02e-05    |
|    value_loss           | 0.0308      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 441         |
|    ep_rew_mean          | 5.12        |
| time/                   |             |
|    fps                  | 1372        |
|    iterations           | 113         |
|    time_elapsed         | 5396        |
|    total_timesteps      | 7405568     |
| train/                  |             |
|    approx_kl            | 0.022280917 |
|    clip_fraction        | 0.0494      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0522     |
|    explained_variance   | 0.838       |
|    learning_rate        | 0.000463    |
|    loss                 | 0.00603     |
|    n_updates            | 448         |
|    policy_gradient_loss | 0.0011      |
|    value_loss           | 0.0289      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 430         |
|    ep_rew_mean          | 6.04        |
| time/                   |             |
|    fps                  | 1372        |
|    iterations           | 114         |
|    time_elapsed         | 5444        |
|    total_timesteps      | 7471104     |
| train/                  |             |
|    approx_kl            | 0.013817314 |
|    clip_fraction        | 0.0416      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0569     |
|    explained_variance   | 0.767       |
|    learning_rate        | 0.000463    |
|    loss                 | 0.0102      |
|    n_updates            | 452         |
|    policy_gradient_loss | -0.000681   |
|    value_loss           | 0.0409      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 433         |
|    ep_rew_mean          | 6.05        |
| time/                   |             |
|    fps                  | 1372        |
|    iterations           | 115         |
|    time_elapsed         | 5492        |
|    total_timesteps      | 7536640     |
| train/                  |             |
|    approx_kl            | 0.011421263 |
|    clip_fraction        | 0.0375      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.055      |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.000463    |
|    loss                 | 0.00787     |
|    n_updates            | 456         |
|    policy_gradient_loss | -0.000179   |
|    value_loss           | 0.0271      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 432         |
|    ep_rew_mean          | 5.39        |
| time/                   |             |
|    fps                  | 1372        |
|    iterations           | 116         |
|    time_elapsed         | 5540        |
|    total_timesteps      | 7602176     |
| train/                  |             |
|    approx_kl            | 0.020155769 |
|    clip_fraction        | 0.0495      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0559     |
|    explained_variance   | 0.873       |
|    learning_rate        | 0.000463    |
|    loss                 | 0.011       |
|    n_updates            | 460         |
|    policy_gradient_loss | 0.000507    |
|    value_loss           | 0.0306      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 429        |
|    ep_rew_mean          | 5.95       |
| time/                   |            |
|    fps                  | 1372       |
|    iterations           | 117        |
|    time_elapsed         | 5588       |
|    total_timesteps      | 7667712    |
| train/                  |            |
|    approx_kl            | 0.01135144 |
|    clip_fraction        | 0.0449     |
|    clip_range           | 0.14       |
|    entropy_loss         | -0.0583    |
|    explained_variance   | 0.835      |
|    learning_rate        | 0.000462   |
|    loss                 | 0.0154     |
|    n_updates            | 464        |
|    policy_gradient_loss | -0.000158  |
|    value_loss           | 0.0367     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 431         |
|    ep_rew_mean          | 5.08        |
| time/                   |             |
|    fps                  | 1371        |
|    iterations           | 118         |
|    time_elapsed         | 5636        |
|    total_timesteps      | 7733248     |
| train/                  |             |
|    approx_kl            | 0.015576568 |
|    clip_fraction        | 0.0503      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0577     |
|    explained_variance   | 0.858       |
|    learning_rate        | 0.000462    |
|    loss                 | 0.0127      |
|    n_updates            | 468         |
|    policy_gradient_loss | 0.0012      |
|    value_loss           | 0.0387      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 443         |
|    ep_rew_mean          | 6.11        |
| time/                   |             |
|    fps                  | 1371        |
|    iterations           | 119         |
|    time_elapsed         | 5684        |
|    total_timesteps      | 7798784     |
| train/                  |             |
|    approx_kl            | 0.025234042 |
|    clip_fraction        | 0.0554      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0569     |
|    explained_variance   | 0.812       |
|    learning_rate        | 0.000462    |
|    loss                 | 0.0177      |
|    n_updates            | 472         |
|    policy_gradient_loss | 0.000279    |
|    value_loss           | 0.0447      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 397         |
|    ep_rew_mean          | 4.15        |
| time/                   |             |
|    fps                  | 1371        |
|    iterations           | 120         |
|    time_elapsed         | 5732        |
|    total_timesteps      | 7864320     |
| train/                  |             |
|    approx_kl            | 0.052161433 |
|    clip_fraction        | 0.0585      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0537     |
|    explained_variance   | 0.869       |
|    learning_rate        | 0.000461    |
|    loss                 | 0.0123      |
|    n_updates            | 476         |
|    policy_gradient_loss | 0.00155     |
|    value_loss           | 0.0283      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 433         |
|    ep_rew_mean          | 5.87        |
| time/                   |             |
|    fps                  | 1371        |
|    iterations           | 121         |
|    time_elapsed         | 5781        |
|    total_timesteps      | 7929856     |
| train/                  |             |
|    approx_kl            | 0.019292517 |
|    clip_fraction        | 0.0563      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0556     |
|    explained_variance   | 0.787       |
|    learning_rate        | 0.000461    |
|    loss                 | 0.0198      |
|    n_updates            | 480         |
|    policy_gradient_loss | 0.000597    |
|    value_loss           | 0.0474      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 448         |
|    ep_rew_mean          | 5.7         |
| time/                   |             |
|    fps                  | 1371        |
|    iterations           | 122         |
|    time_elapsed         | 5828        |
|    total_timesteps      | 7995392     |
| train/                  |             |
|    approx_kl            | 0.019237308 |
|    clip_fraction        | 0.0481      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0558     |
|    explained_variance   | 0.841       |
|    learning_rate        | 0.000461    |
|    loss                 | 0.0159      |
|    n_updates            | 484         |
|    policy_gradient_loss | -0.000292   |
|    value_loss           | 0.0372      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 425         |
|    ep_rew_mean          | 5.38        |
| time/                   |             |
|    fps                  | 1371        |
|    iterations           | 123         |
|    time_elapsed         | 5876        |
|    total_timesteps      | 8060928     |
| train/                  |             |
|    approx_kl            | 0.017670292 |
|    clip_fraction        | 0.0507      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0548     |
|    explained_variance   | 0.839       |
|    learning_rate        | 0.00046     |
|    loss                 | 0.0115      |
|    n_updates            | 488         |
