Logging to logs/ppo_cnn_4x4_2
---------------------------------
| rollout/           |          |
|    total_timesteps      | 3080192     |
| train/                  |             |
|    approx_kl            | 0.022554047 |
|    clip_fraction        | 0.0179      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0145     |
|    explained_variance   | 0.885       |
|    learning_rate        | 0.000485    |
|    loss                 | 0.00503     |
|    n_updates            | 184         |
|    policy_gradient_loss | 0.0016      |
|    value_loss           | 0.0084      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36          |
|    ep_rew_mean          | 2.21        |
| time/                   |             |
|    fps                  | 894         |
|    iterations           | 48          |
|    time_elapsed         | 3517        |
|    total_timesteps      | 3145728     |
| train/                  |             |
|    approx_kl            | 0.022142444 |
|    clip_fraction        | 0.0162      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.014      |
|    explained_variance   | 0.88        |
|    learning_rate        | 0.000485    |
|    loss                 | 0.00239     |
|    n_updates            | 188         |
|    policy_gradient_loss | 0.00031     |
|    value_loss           | 0.00861     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.3        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 898         |
|    iterations           | 49          |
|    time_elapsed         | 3573        |
|    total_timesteps      | 3211264     |
| train/                  |             |
|    approx_kl            | 0.015313762 |
|    clip_fraction        | 0.0152      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0128     |
|    explained_variance   | 0.894       |
|    learning_rate        | 0.000484    |
|    loss                 | 0.00403     |
|    n_updates            | 192         |
|    policy_gradient_loss | 0.000896    |
|    value_loss           | 0.00789     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.5        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 902         |
|    iterations           | 50          |
|    time_elapsed         | 3629        |
|    total_timesteps      | 3276800     |
| train/                  |             |
|    approx_kl            | 0.029635718 |
|    clip_fraction        | 0.0156      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0128     |
|    explained_variance   | 0.878       |
|    learning_rate        | 0.000484    |
|    loss                 | 0.00268     |
|    n_updates            | 196         |
|    policy_gradient_loss | 0.000423    |
|    value_loss           | 0.00826     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.8       |
|    ep_rew_mean          | 2.25       |
| time/                   |            |
|    fps                  | 906        |
|    iterations           | 51         |
|    time_elapsed         | 3685       |
|    total_timesteps      | 3342336    |
| train/                  |            |
|    approx_kl            | 0.01521677 |
|    clip_fraction        | 0.0149     |
|    clip_range           | 0.146      |
|    entropy_loss         | -0.0132    |
|    explained_variance   | 0.878      |
|    learning_rate        | 0.000484   |
|    loss                 | 0.00231    |
|    n_updates            | 200        |
|    policy_gradient_loss | 4.71e-05   |
|    value_loss           | 0.00863    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.7        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 910         |
|    iterations           | 52          |
|    time_elapsed         | 3741        |
|    total_timesteps      | 3407872     |
| train/                  |             |
|    approx_kl            | 0.026800115 |
|    clip_fraction        | 0.0175      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0126     |
|    explained_variance   | 0.9         |
|    learning_rate        | 0.000483    |
|    loss                 | 0.00362     |
|    n_updates            | 204         |
|    policy_gradient_loss | 0.0023      |
|    value_loss           | 0.0077      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.2        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 914         |
|    iterations           | 53          |
|    time_elapsed         | 3797        |
|    total_timesteps      | 3473408     |
| train/                  |             |
|    approx_kl            | 0.011266939 |
|    clip_fraction        | 0.0138      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0127     |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.000483    |
|    loss                 | 0.00218     |
|    n_updates            | 208         |
|    policy_gradient_loss | 0.00035     |
|    value_loss           | 0.00666     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 36.7      |
|    ep_rew_mean          | 2.28      |
| time/                   |           |
|    fps                  | 918       |
|    iterations           | 54        |
|    time_elapsed         | 3854      |
|    total_timesteps      | 3538944   |
| train/                  |           |
|    approx_kl            | 0.0217553 |
|    clip_fraction        | 0.0158    |
|    clip_range           | 0.146     |
|    entropy_loss         | -0.0117   |
|    explained_variance   | 0.908     |
|    learning_rate        | 0.000483  |
|    loss                 | 0.00412   |
|    n_updates            | 212       |
|    policy_gradient_loss | 0.00163   |
|    value_loss           | 0.00726   |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.4        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 921         |
|    iterations           | 55          |
|    time_elapsed         | 3909        |
|    total_timesteps      | 3604480     |
| train/                  |             |
|    approx_kl            | 0.020664928 |
|    clip_fraction        | 0.0142      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0119     |
|    explained_variance   | 0.9         |
|    learning_rate        | 0.000482    |
|    loss                 | 0.00384     |
|    n_updates            | 216         |
|    policy_gradient_loss | 0.00131     |
|    value_loss           | 0.00817     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.6        |
|    ep_rew_mean          | 2.25        |
| time/                   |             |
|    fps                  | 925         |
|    iterations           | 56          |
|    time_elapsed         | 3964        |
|    total_timesteps      | 3670016     |
| train/                  |             |
|    approx_kl            | 0.028319705 |
|    clip_fraction        | 0.0183      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0131     |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.000482    |
|    loss                 | 0.00389     |
|    n_updates            | 220         |
|    policy_gradient_loss | 0.00384     |
|    value_loss           | 0.00744     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.2        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 929         |
|    iterations           | 57          |
|    time_elapsed         | 4019        |
|    total_timesteps      | 3735552     |
| train/                  |             |
|    approx_kl            | 0.022396402 |
|    clip_fraction        | 0.0173      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0128     |
|    explained_variance   | 0.897       |
|    learning_rate        | 0.000482    |
|    loss                 | 0.00266     |
|    n_updates            | 224         |
|    policy_gradient_loss | 0.000921    |
|    value_loss           | 0.00747     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.4       |
|    ep_rew_mean          | 2.26       |
| time/                   |            |
|    fps                  | 932        |
|    iterations           | 58         |
|    time_elapsed         | 4074       |
|    total_timesteps      | 3801088    |
| train/                  |            |
|    approx_kl            | 0.02521866 |
|    clip_fraction        | 0.0162     |
|    clip_range           | 0.145      |
|    entropy_loss         | -0.0128    |
|    explained_variance   | 0.909      |
|    learning_rate        | 0.000481   |
|    loss                 | 0.00256    |
|    n_updates            | 228        |
|    policy_gradient_loss | 0.00137    |
|    value_loss           | 0.00694    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 936         |
|    iterations           | 59          |
|    time_elapsed         | 4129        |
|    total_timesteps      | 3866624     |
| train/                  |             |
|    approx_kl            | 0.022208404 |
|    clip_fraction        | 0.0163      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0126     |
|    explained_variance   | 0.905       |
|    learning_rate        | 0.000481    |
|    loss                 | 0.00529     |
|    n_updates            | 232         |
|    policy_gradient_loss | 0.00122     |
|    value_loss           | 0.00731     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.4        |
|    ep_rew_mean          | 2.21        |
| time/                   |             |
|    fps                  | 940         |
|    iterations           | 60          |
|    time_elapsed         | 4183        |
|    total_timesteps      | 3932160     |
| train/                  |             |
|    approx_kl            | 0.012527748 |
|    clip_fraction        | 0.0124      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0125     |
|    explained_variance   | 0.913       |
|    learning_rate        | 0.000481    |
|    loss                 | 0.00334     |
|    n_updates            | 236         |
|    policy_gradient_loss | 0.000431    |
|    value_loss           | 0.00629     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.8        |
|    ep_rew_mean          | 2.31        |
| time/                   |             |
|    fps                  | 943         |
|    iterations           | 61          |
|    time_elapsed         | 4235        |
|    total_timesteps      | 3997696     |
| train/                  |             |
|    approx_kl            | 0.013803614 |
|    clip_fraction        | 0.0139      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0118     |
|    explained_variance   | 0.907       |
|    learning_rate        | 0.00048     |
|    loss                 | 0.00198     |
|    n_updates            | 240         |
|    policy_gradient_loss | -5.53e-05   |
|    value_loss           | 0.00658     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.2        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 948         |
|    iterations           | 62          |
|    time_elapsed         | 4285        |
|    total_timesteps      | 4063232     |
| train/                  |             |
|    approx_kl            | 0.016365092 |
|    clip_fraction        | 0.0147      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0125     |
|    explained_variance   | 0.909       |
|    learning_rate        | 0.00048     |
|    loss                 | 0.00542     |
|    n_updates            | 244         |
|    policy_gradient_loss | 0.00108     |
|    value_loss           | 0.00701     |
-----------------------------------------
