Logging to logs/PPO_4
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.0003374759 |
|    clip_fraction        | 0.00706      |
|    clip_range           | 0.125        |
|    entropy_loss         | -0.026       |
|    explained_variance   | 0.473        |
|    learning_rate        | 0.000201     |
|    loss                 | 0.0112       |
|    n_updates            | 1200         |
|    policy_gradient_loss | -0.000351    |
|    value_loss           | 0.0315       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.7         |
|    ep_rew_mean          | 4.15         |
| time/                   |              |
|    fps                  | 18316        |
|    iterations           | 302          |
|    time_elapsed         | 1080         |
|    total_timesteps      | 19791872     |
| train/                  |              |
|    approx_kl            | 0.0003491668 |
|    clip_fraction        | 0.00676      |
|    clip_range           | 0.125        |
|    entropy_loss         | -0.025       |
|    explained_variance   | 0.479        |
|    learning_rate        | 0.000201     |
|    loss                 | 0.0147       |
|    n_updates            | 1204         |
|    policy_gradient_loss | -0.000292    |
|    value_loss           | 0.0319       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.5          |
|    ep_rew_mean          | 4.14          |
| time/                   |               |
|    fps                  | 18318         |
|    iterations           | 303           |
|    time_elapsed         | 1084          |
|    total_timesteps      | 19857408      |
| train/                  |               |
|    approx_kl            | 0.00035879173 |
|    clip_fraction        | 0.00767       |
|    clip_range           | 0.125         |
|    entropy_loss         | -0.0266       |
|    explained_variance   | 0.466         |
|    learning_rate        | 0.000201      |
|    loss                 | 0.0129        |
|    n_updates            | 1208          |
|    policy_gradient_loss | -0.000398     |
|    value_loss           | 0.0362        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.8          |
|    ep_rew_mean          | 4.01          |
| time/                   |               |
|    fps                  | 18320         |
|    iterations           | 304           |
|    time_elapsed         | 1087          |
|    total_timesteps      | 19922944      |
| train/                  |               |
|    approx_kl            | 0.00030825014 |
|    clip_fraction        | 0.00661       |
|    clip_range           | 0.125         |
|    entropy_loss         | -0.026        |
|    explained_variance   | 0.469         |
|    learning_rate        | 0.000201      |
|    loss                 | 0.0143        |
|    n_updates            | 1212          |
|    policy_gradient_loss | -0.000464     |
|    value_loss           | 0.032         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 38.1          |
|    ep_rew_mean          | 4.26          |
| time/                   |               |
|    fps                  | 18321         |
|    iterations           | 305           |
|    time_elapsed         | 1090          |
|    total_timesteps      | 19988480      |
| train/                  |               |
|    approx_kl            | 0.00026741976 |
|    clip_fraction        | 0.00681       |
|    clip_range           | 0.125         |
|    entropy_loss         | -0.0254       |
|    explained_variance   | 0.469         |
|    learning_rate        | 0.000201      |
|    loss                 | 0.0178        |
|    n_updates            | 1216          |
|    policy_gradient_loss | -0.000319     |
|    value_loss           | 0.0341        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.4         |
|    ep_rew_mean          | 4.17         |
| time/                   |              |
|    fps                  | 18322        |
|    iterations           | 306          |
|    time_elapsed         | 1094         |
|    total_timesteps      | 20054016     |
| train/                  |              |
|    approx_kl            | 0.0003390939 |
|    clip_fraction        | 0.00694      |
|    clip_range           | 0.125        |
|    entropy_loss         | -0.0261      |
|    explained_variance   | 0.471        |
|    learning_rate        | 0.000201     |
|    loss                 | 0.0129       |
|    n_updates            | 1220         |
|    policy_gradient_loss | -0.000387    |
|    value_loss           | 0.0342       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.4          |
|    ep_rew_mean          | 4.16          |
| time/                   |               |
|    fps                  | 18324         |
|    iterations           | 307           |
|    time_elapsed         | 1097          |
|    total_timesteps      | 20119552      |
| train/                  |               |
|    approx_kl            | 0.00033277704 |
|    clip_fraction        | 0.00653       |
|    clip_range           | 0.125         |
|    entropy_loss         | -0.0256       |
|    explained_variance   | 0.472         |
|    learning_rate        | 0.0002        |
|    loss                 | 0.0225        |
|    n_updates            | 1224          |
|    policy_gradient_loss | -0.000445     |
|    value_loss           | 0.0342        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.8          |
|    ep_rew_mean          | 4.2           |
| time/                   |               |
|    fps                  | 18324         |
|    iterations           | 308           |
|    time_elapsed         | 1101          |
|    total_timesteps      | 20185088      |
| train/                  |               |
|    approx_kl            | 0.00037213275 |
|    clip_fraction        | 0.00698       |
|    clip_range           | 0.125         |
|    entropy_loss         | -0.0254       |
|    explained_variance   | 0.482         |
|    learning_rate        | 0.0002        |
|    loss                 | 0.013         |
|    n_updates            | 1228          |
|    policy_gradient_loss | -0.000441     |
|    value_loss           | 0.0322        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.9          |
|    ep_rew_mean          | 4.19          |
| time/                   |               |
|    fps                  | 18326         |
|    iterations           | 309           |
|    time_elapsed         | 1104          |
|    total_timesteps      | 20250624      |
| train/                  |               |
|    approx_kl            | 0.00034477148 |
|    clip_fraction        | 0.00681       |
|    clip_range           | 0.125         |
|    entropy_loss         | -0.0254       |
|    explained_variance   | 0.481         |
|    learning_rate        | 0.0002        |
|    loss                 | 0.0127        |
|    n_updates            | 1232          |
|    policy_gradient_loss | -0.000392     |
|    value_loss           | 0.0309        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.6         |
|    ep_rew_mean          | 4.14         |
| time/                   |              |
|    fps                  | 18328        |
|    iterations           | 310          |
|    time_elapsed         | 1108         |
|    total_timesteps      | 20316160     |
| train/                  |              |
|    approx_kl            | 0.0002886539 |
|    clip_fraction        | 0.00642      |
|    clip_range           | 0.125        |
|    entropy_loss         | -0.0248      |
|    explained_variance   | 0.488        |
|    learning_rate        | 0.0002       |
|    loss                 | 0.0126       |
|    n_updates            | 1236         |
|    policy_gradient_loss | -0.000378    |
|    value_loss           | 0.0307       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37           |
|    ep_rew_mean          | 4.11         |
| time/                   |              |
|    fps                  | 18323        |
|    iterations           | 311          |
|    time_elapsed         | 1112         |
|    total_timesteps      | 20381696     |
| train/                  |              |
|    approx_kl            | 0.0003475456 |
|    clip_fraction        | 0.00778      |
|    clip_range           | 0.125        |
|    entropy_loss         | -0.025       |
|    explained_variance   | 0.459        |
|    learning_rate        | 0.0002       |
|    loss                 | 0.0173       |
|    n_updates            | 1240         |
|    policy_gradient_loss | -0.000569    |
|    value_loss           | 0.0346       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.3          |
|    ep_rew_mean          | 4.18          |
| time/                   |               |
|    fps                  | 18320         |
|    iterations           | 312           |
|    time_elapsed         | 1116          |
|    total_timesteps      | 20447232      |
| train/                  |               |
|    approx_kl            | 0.00032346539 |
|    clip_fraction        | 0.007         |
|    clip_range           | 0.125         |
|    entropy_loss         | -0.0251       |
|    explained_variance   | 0.483         |
|    learning_rate        | 0.0002        |
|    loss                 | 0.0168        |
|    n_updates            | 1244          |
|    policy_gradient_loss | -0.000367     |
|    value_loss           | 0.0326        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.2         |
|    ep_rew_mean          | 4.16         |
| time/                   |              |
|    fps                  | 18321        |
|    iterations           | 313          |
|    time_elapsed         | 1119         |
|    total_timesteps      | 20512768     |
| train/                  |              |
|    approx_kl            | 0.0003668359 |
|    clip_fraction        | 0.00683      |
|    clip_range           | 0.124        |
|    entropy_loss         | -0.025       |
|    explained_variance   | 0.47         |
|    learning_rate        | 0.000199     |
|    loss                 | 0.0154       |
|    n_updates            | 1248         |
|    policy_gradient_loss | -0.000499    |
|    value_loss           | 0.0323       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38.1         |
|    ep_rew_mean          | 4.24         |
| time/                   |              |
|    fps                  | 18323        |
|    iterations           | 314          |
|    time_elapsed         | 1123         |
|    total_timesteps      | 20578304     |
| train/                  |              |
|    approx_kl            | 0.0003553515 |
|    clip_fraction        | 0.00679      |
|    clip_range           | 0.124        |
|    entropy_loss         | -0.0248      |
|    explained_variance   | 0.483        |
|    learning_rate        | 0.000199     |
|    loss                 | 0.0159       |
|    n_updates            | 1252         |
|    policy_gradient_loss | -0.000583    |
|    value_loss           | 0.0334       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.3          |
|    ep_rew_mean          | 4.22          |
| time/                   |               |
|    fps                  | 18325         |
|    iterations           | 315           |
|    time_elapsed         | 1126          |
|    total_timesteps      | 20643840      |
| train/                  |               |
|    approx_kl            | 0.00034093944 |
|    clip_fraction        | 0.00706       |
|    clip_range           | 0.124         |
|    entropy_loss         | -0.0259       |
|    explained_variance   | 0.48          |
|    learning_rate        | 0.000199      |
|    loss                 | 0.0182        |
|    n_updates            | 1256          |
|    policy_gradient_loss | -0.00042      |
|    value_loss           | 0.0325        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 38           |
|    ep_rew_mean          | 4.1          |
| time/                   |              |
|    fps                  | 18326        |
|    iterations           | 316          |
|    time_elapsed         | 1130         |
|    total_timesteps      | 20709376     |
| train/                  |              |
|    approx_kl            | 0.0003071343 |
|    clip_fraction        | 0.00671      |
|    clip_range           | 0.124        |
|    entropy_loss         | -0.0252      |
|    explained_variance   | 0.487        |
|    learning_rate        | 0.000199     |
|    loss                 | 0.0167       |
|    n_updates            | 1260         |
|    policy_gradient_loss | -0.000321    |
|    value_loss           | 0.0312       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.3          |
|    ep_rew_mean          | 4.23          |
| time/                   |               |
|    fps                  | 18328         |
|    iterations           | 317           |
|    time_elapsed         | 1133          |
|    total_timesteps      | 20774912      |
| train/                  |               |
|    approx_kl            | 0.00030201807 |
|    clip_fraction        | 0.00672       |
|    clip_range           | 0.124         |
|    entropy_loss         | -0.0258       |
|    explained_variance   | 0.484         |
|    learning_rate        | 0.000199      |
|    loss                 | 0.0151        |
|    n_updates            | 1264          |
|    policy_gradient_loss | -0.000376     |
|    value_loss           | 0.032         |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.1         |
|    ep_rew_mean          | 4.16         |
| time/                   |              |
|    fps                  | 18329        |
|    iterations           | 318          |
|    time_elapsed         | 1136         |
|    total_timesteps      | 20840448     |
| train/                  |              |
|    approx_kl            | 0.0003176039 |
|    clip_fraction        | 0.00672      |
|    clip_range           | 0.124        |
|    entropy_loss         | -0.0258      |
|    explained_variance   | 0.488        |
|    learning_rate        | 0.000199     |
|    loss                 | 0.0159       |
|    n_updates            | 1268         |
|    policy_gradient_loss | -0.000411    |
|    value_loss           | 0.0317       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.7         |
|    ep_rew_mean          | 4.17         |
| time/                   |              |
|    fps                  | 18330        |
|    iterations           | 319          |
|    time_elapsed         | 1140         |
|    total_timesteps      | 20905984     |
| train/                  |              |
|    approx_kl            | 0.0003424713 |
|    clip_fraction        | 0.00686      |
|    clip_range           | 0.124        |
|    entropy_loss         | -0.0246      |
|    explained_variance   | 0.48         |
|    learning_rate        | 0.000198     |
|    loss                 | 0.0173       |
|    n_updates            | 1272         |
|    policy_gradient_loss | -0.000361    |
|    value_loss           | 0.0309       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37           |
|    ep_rew_mean          | 4.19         |
| time/                   |              |
|    fps                  | 18331        |
|    iterations           | 320          |
|    time_elapsed         | 1144         |
|    total_timesteps      | 20971520     |
| train/                  |              |
|    approx_kl            | 0.0003140855 |
|    clip_fraction        | 0.0066       |
|    clip_range           | 0.124        |
|    entropy_loss         | -0.024       |
|    explained_variance   | 0.483        |
|    learning_rate        | 0.000198     |
|    loss                 | 0.0174       |
|    n_updates            | 1276         |
|    policy_gradient_loss | -0.000345    |
|    value_loss           | 0.0315       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 38            |
|    ep_rew_mean          | 4.3           |
| time/                   |               |
|    fps                  | 18328         |
|    iterations           | 321           |
|    time_elapsed         | 1147          |
|    total_timesteps      | 21037056      |
| train/                  |               |
|    approx_kl            | 0.00036163672 |
|    clip_fraction        | 0.00718       |
|    clip_range           | 0.124         |
|    entropy_loss         | -0.0246       |
|    explained_variance   | 0.475         |
|    learning_rate        | 0.000198      |
|    loss                 | 0.0129        |
|    n_updates            | 1280          |
|    policy_gradient_loss | -0.000386     |
|    value_loss           | 0.0326        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.3          |
|    ep_rew_mean          | 4.15          |
| time/                   |               |
|    fps                  | 18325         |
|    iterations           | 322           |
|    time_elapsed         | 1151          |
|    total_timesteps      | 21102592      |
| train/                  |               |
|    approx_kl            | 0.00035351666 |
|    clip_fraction        | 0.00691       |
|    clip_range           | 0.124         |
|    entropy_loss         | -0.0249       |
|    explained_variance   | 0.479         |
|    learning_rate        | 0.000198      |
|    loss                 | 0.0214        |
|    n_updates            | 1284          |
|    policy_gradient_loss | -0.000242     |
|    value_loss           | 0.0303        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.3          |
|    ep_rew_mean          | 4.03          |
| time/                   |               |
|    fps                  | 18324         |
|    iterations           | 323           |
|    time_elapsed         | 1155          |
|    total_timesteps      | 21168128      |
| train/                  |               |
|    approx_kl            | 0.00039813004 |
|    clip_fraction        | 0.0074        |
|    clip_range           | 0.124         |
|    entropy_loss         | -0.0247       |
|    explained_variance   | 0.476         |
|    learning_rate        | 0.000198      |
|    loss                 | 0.0231        |
|    n_updates            | 1288          |
|    policy_gradient_loss | -0.000407     |
|    value_loss           | 0.0341        |
-------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 37.6       |
|    ep_rew_mean          | 4.19       |
| time/                   |            |
|    fps                  | 18325      |
|    iterations           | 324        |
|    time_elapsed         | 1158       |
|    total_timesteps      | 21233664   |
| train/                  |            |
|    approx_kl            | 0.00033241 |
|    clip_fraction        | 0.00703    |
|    clip_range           | 0.124      |
|    entropy_loss         | -0.0259    |
|    explained_variance   | 0.472      |
|    learning_rate        | 0.000198   |
|    loss                 | 0.012      |
|    n_updates            | 1292       |
|    policy_gradient_loss | -0.000389  |
|    value_loss           | 0.0325     |
----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.5          |
|    ep_rew_mean          | 4.23          |
| time/                   |               |
|    fps                  | 18325         |
|    iterations           | 325           |
|    time_elapsed         | 1162          |
|    total_timesteps      | 21299200      |
| train/                  |               |
|    approx_kl            | 0.00031628477 |
|    clip_fraction        | 0.00714       |
|    clip_range           | 0.123         |
|    entropy_loss         | -0.0255       |
|    explained_variance   | 0.471         |
|    learning_rate        | 0.000197      |
|    loss                 | 0.0189        |
|    n_updates            | 1296          |
|    policy_gradient_loss | -0.000369     |
|    value_loss           | 0.0317        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.5         |
|    ep_rew_mean          | 4.14         |
| time/                   |              |
|    fps                  | 18328        |
|    iterations           | 326          |
|    time_elapsed         | 1165         |
|    total_timesteps      | 21364736     |
| train/                  |              |
|    approx_kl            | 0.0003106561 |
|    clip_fraction        | 0.00675      |
|    clip_range           | 0.123        |
|    entropy_loss         | -0.025       |
|    explained_variance   | 0.478        |
|    learning_rate        | 0.000197     |
|    loss                 | 0.0142       |
|    n_updates            | 1300         |
|    policy_gradient_loss | -0.000416    |
|    value_loss           | 0.032        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.4        |
|    ep_rew_mean          | 4.19        |
| time/                   |             |
|    fps                  | 18330       |
|    iterations           | 327         |
|    time_elapsed         | 1169        |
|    total_timesteps      | 21430272    |
| train/                  |             |
|    approx_kl            | 0.000356636 |
|    clip_fraction        | 0.00711     |
|    clip_range           | 0.123       |
|    entropy_loss         | -0.0256     |
|    explained_variance   | 0.476       |
|    learning_rate        | 0.000197    |
|    loss                 | 0.0108      |
|    n_updates            | 1304        |
|    policy_gradient_loss | -0.000516   |
|    value_loss           | 0.0336      |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.6          |
|    ep_rew_mean          | 4.24          |
| time/                   |               |
|    fps                  | 18330         |
|    iterations           | 328           |
|    time_elapsed         | 1172          |
|    total_timesteps      | 21495808      |
| train/                  |               |
|    approx_kl            | 0.00034613884 |
|    clip_fraction        | 0.00699       |
|    clip_range           | 0.123         |
|    entropy_loss         | -0.0257       |
|    explained_variance   | 0.469         |
|    learning_rate        | 0.000197      |
|    loss                 | 0.0144        |
|    n_updates            | 1308          |
|    policy_gradient_loss | -0.000453     |
|    value_loss           | 0.034         |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.5         |
|    ep_rew_mean          | 4.14         |
| time/                   |              |
|    fps                  | 18330        |
|    iterations           | 329          |
|    time_elapsed         | 1176         |
|    total_timesteps      | 21561344     |
| train/                  |              |
|    approx_kl            | 0.0003185284 |
|    clip_fraction        | 0.00702      |
|    clip_range           | 0.123        |
|    entropy_loss         | -0.0257      |
|    explained_variance   | 0.475        |
|    learning_rate        | 0.000197     |
|    loss                 | 0.018        |
|    n_updates            | 1312         |
|    policy_gradient_loss | -0.000238    |
|    value_loss           | 0.0328       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.5         |
|    ep_rew_mean          | 4.16         |
| time/                   |              |
|    fps                  | 18332        |
|    iterations           | 330          |
|    time_elapsed         | 1179         |
|    total_timesteps      | 21626880     |
| train/                  |              |
|    approx_kl            | 0.0002898792 |
|    clip_fraction        | 0.00602      |
|    clip_range           | 0.123        |
|    entropy_loss         | -0.025       |
|    explained_variance   | 0.491        |
|    learning_rate        | 0.000197     |
|    loss                 | 0.0134       |
|    n_updates            | 1316         |
|    policy_gradient_loss | -0.00022     |
|    value_loss           | 0.0296       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.5          |
|    ep_rew_mean          | 4.19          |
| time/                   |               |
|    fps                  | 18333         |
|    iterations           | 331           |
|    time_elapsed         | 1183          |
|    total_timesteps      | 21692416      |
| train/                  |               |
|    approx_kl            | 0.00030170797 |
|    clip_fraction        | 0.00698       |
|    clip_range           | 0.123         |
|    entropy_loss         | -0.0251       |
|    explained_variance   | 0.473         |
|    learning_rate        | 0.000196      |
|    loss                 | 0.0131        |
|    n_updates            | 1320          |
|    policy_gradient_loss | -0.00043      |
|    value_loss           | 0.0322        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.2          |
|    ep_rew_mean          | 4.15          |
| time/                   |               |
|    fps                  | 18334         |
|    iterations           | 332           |
|    time_elapsed         | 1186          |
|    total_timesteps      | 21757952      |
| train/                  |               |
|    approx_kl            | 0.00029818044 |
|    clip_fraction        | 0.00721       |
|    clip_range           | 0.123         |
|    entropy_loss         | -0.025        |
|    explained_variance   | 0.471         |
|    learning_rate        | 0.000196      |
|    loss                 | 0.0151        |
|    n_updates            | 1324          |
|    policy_gradient_loss | -0.000373     |
|    value_loss           | 0.0322        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.8          |
|    ep_rew_mean          | 4.19          |
| time/                   |               |
|    fps                  | 18335         |
|    iterations           | 333           |
|    time_elapsed         | 1190          |
|    total_timesteps      | 21823488      |
| train/                  |               |
|    approx_kl            | 0.00029883112 |
|    clip_fraction        | 0.00663       |
|    clip_range           | 0.123         |
|    entropy_loss         | -0.0244       |
|    explained_variance   | 0.474         |
|    learning_rate        | 0.000196      |
|    loss                 | 0.0121        |
|    n_updates            | 1328          |
|    policy_gradient_loss | -0.00031      |
|    value_loss           | 0.0298        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.5          |
|    ep_rew_mean          | 4.18          |
| time/                   |               |
|    fps                  | 18336         |
|    iterations           | 334           |
|    time_elapsed         | 1193          |
|    total_timesteps      | 21889024      |
| train/                  |               |
|    approx_kl            | 0.00029840315 |
|    clip_fraction        | 0.00647       |
|    clip_range           | 0.123         |
|    entropy_loss         | -0.0238       |
|    explained_variance   | 0.475         |
|    learning_rate        | 0.000196      |
|    loss                 | 0.0145        |
|    n_updates            | 1332          |
|    policy_gradient_loss | -0.000369     |
|    value_loss           | 0.0317        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.3         |
|    ep_rew_mean          | 4.17         |
| time/                   |              |
|    fps                  | 18338        |
|    iterations           | 335          |
|    time_elapsed         | 1197         |
|    total_timesteps      | 21954560     |
| train/                  |              |
|    approx_kl            | 0.0003150173 |
|    clip_fraction        | 0.00689      |
|    clip_range           | 0.123        |
|    entropy_loss         | -0.0251      |
|    explained_variance   | 0.479        |
|    learning_rate        | 0.000196     |
|    loss                 | 0.0159       |
|    n_updates            | 1336         |
|    policy_gradient_loss | -0.000406    |
|    value_loss           | 0.0335       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.5          |
|    ep_rew_mean          | 4.22          |
| time/                   |               |
|    fps                  | 18339         |
|    iterations           | 336           |
|    time_elapsed         | 1200          |
|    total_timesteps      | 22020096      |
| train/                  |               |
|    approx_kl            | 0.00032140972 |
|    clip_fraction        | 0.00727       |
|    clip_range           | 0.123         |
|    entropy_loss         | -0.025        |
|    explained_variance   | 0.466         |
|    learning_rate        | 0.000196      |
|    loss                 | 0.0187        |
|    n_updates            | 1340          |
|    policy_gradient_loss | -0.000403     |
|    value_loss           | 0.0334        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.5          |
|    ep_rew_mean          | 4.11          |
| time/                   |               |
|    fps                  | 18339         |
|    iterations           | 337           |
|    time_elapsed         | 1204          |
|    total_timesteps      | 22085632      |
| train/                  |               |
|    approx_kl            | 0.00029105056 |
|    clip_fraction        | 0.00661       |
|    clip_range           | 0.122         |
|    entropy_loss         | -0.0259       |
|    explained_variance   | 0.483         |
|    learning_rate        | 0.000196      |
|    loss                 | 0.0199        |
|    n_updates            | 1344          |
|    policy_gradient_loss | -0.000377     |
|    value_loss           | 0.0311        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.5         |
|    ep_rew_mean          | 4.08         |
| time/                   |              |
|    fps                  | 18338        |
|    iterations           | 338          |
|    time_elapsed         | 1207         |
|    total_timesteps      | 22151168     |
| train/                  |              |
|    approx_kl            | 0.0003462655 |
|    clip_fraction        | 0.00735      |
|    clip_range           | 0.122        |
|    entropy_loss         | -0.0254      |
|    explained_variance   | 0.48         |
|    learning_rate        | 0.000195     |
|    loss                 | 0.0128       |
|    n_updates            | 1348         |
|    policy_gradient_loss | -0.000348    |
|    value_loss           | 0.0306       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 36.3          |
|    ep_rew_mean          | 4.18          |
| time/                   |               |
|    fps                  | 18331         |
|    iterations           | 339           |
|    time_elapsed         | 1211          |
|    total_timesteps      | 22216704      |
| train/                  |               |
|    approx_kl            | 0.00034166672 |
|    clip_fraction        | 0.00746       |
|    clip_range           | 0.122         |
|    entropy_loss         | -0.0257       |
|    explained_variance   | 0.471         |
|    learning_rate        | 0.000195      |
|    loss                 | 0.0145        |
|    n_updates            | 1352          |
|    policy_gradient_loss | -0.000352     |
|    value_loss           | 0.0323        |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.7         |
|    ep_rew_mean          | 4.22         |
| time/                   |              |
|    fps                  | 18328        |
|    iterations           | 340          |
|    time_elapsed         | 1215         |
|    total_timesteps      | 22282240     |
| train/                  |              |
|    approx_kl            | 0.0003347877 |
|    clip_fraction        | 0.00756      |
|    clip_range           | 0.122        |
|    entropy_loss         | -0.0259      |
|    explained_variance   | 0.454        |
|    learning_rate        | 0.000195     |
|    loss                 | 0.0124       |
|    n_updates            | 1356         |
|    policy_gradient_loss | -0.000342    |
|    value_loss           | 0.0319       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 37.1         |
|    ep_rew_mean          | 4.14         |
| time/                   |              |
|    fps                  | 18328        |
|    iterations           | 341          |
|    time_elapsed         | 1219         |
|    total_timesteps      | 22347776     |
| train/                  |              |
|    approx_kl            | 0.0003102674 |
|    clip_fraction        | 0.00739      |
|    clip_range           | 0.122        |
|    entropy_loss         | -0.0256      |
|    explained_variance   | 0.454        |
|    learning_rate        | 0.000195     |
|    loss                 | 0.0136       |
|    n_updates            | 1360         |
|    policy_gradient_loss | -0.000327    |
|    value_loss           | 0.0347       |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.9          |
|    ep_rew_mean          | 4.26          |
| time/                   |               |
|    fps                  | 18329         |
|    iterations           | 342           |
|    time_elapsed         | 1222          |
|    total_timesteps      | 22413312      |
| train/                  |               |
|    approx_kl            | 0.00033142732 |
|    clip_fraction        | 0.00757       |
|    clip_range           | 0.122         |
|    entropy_loss         | -0.0257       |
|    explained_variance   | 0.472         |
|    learning_rate        | 0.000195      |
|    loss                 | 0.0147        |
|    n_updates            | 1364          |
|    policy_gradient_loss | -0.000474     |
|    value_loss           | 0.032         |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.6         |
|    ep_rew_mean          | 4.18         |
| time/                   |              |
|    fps                  | 18331        |
|    iterations           | 343          |
|    time_elapsed         | 1226         |
|    total_timesteps      | 22478848     |
| train/                  |              |
|    approx_kl            | 0.0003070678 |
|    clip_fraction        | 0.00716      |
|    clip_range           | 0.122        |
|    entropy_loss         | -0.0267      |
|    explained_variance   | 0.482        |
|    learning_rate        | 0.000195     |
|    loss                 | 0.0101       |
|    n_updates            | 1368         |
|    policy_gradient_loss | -0.000426    |
|    value_loss           | 0.0337       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36.7         |
|    ep_rew_mean          | 4.16         |
| time/                   |              |
|    fps                  | 18332        |
|    iterations           | 344          |
|    time_elapsed         | 1229         |
|    total_timesteps      | 22544384     |
| train/                  |              |
|    approx_kl            | 0.0003237543 |
|    clip_fraction        | 0.00722      |
|    clip_range           | 0.122        |
|    entropy_loss         | -0.0263      |
|    explained_variance   | 0.47         |
|    learning_rate        | 0.000194     |
|    loss                 | 0.0154       |
|    n_updates            | 1372         |
|    policy_gradient_loss | -0.000375    |
|    value_loss           | 0.036        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 38.4          |
|    ep_rew_mean          | 4.27          |
| time/                   |               |
|    fps                  | 18333         |
|    iterations           | 345           |
|    time_elapsed         | 1233          |
|    total_timesteps      | 22609920      |
| train/                  |               |
|    approx_kl            | 0.00034344144 |
|    clip_fraction        | 0.0071        |
|    clip_range           | 0.122         |
|    entropy_loss         | -0.0251       |
|    explained_variance   | 0.487         |
|    learning_rate        | 0.000194      |
|    loss                 | 0.0139        |
|    n_updates            | 1376          |
|    policy_gradient_loss | -0.000426     |
|    value_loss           | 0.0309        |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 37.2          |
|    ep_rew_mean          | 4.14          |
| time/                   |               |
|    fps                  | 18334         |
|    iterations           | 346           |
|    time_elapsed         | 1236          |
|    total_timesteps      | 22675456      |
| train/                  |               |
|    approx_kl            | 0.00027620548 |
|    clip_fraction        | 0.00658       |
|    clip_range           | 0.122         |
|    entropy_loss         | -0.0244       |
|    explained_variance   | 0.476         |
|    learning_rate        | 0.000194      |
|    loss                 | 0.0122        |
|    n_updates            | 1380          |
