Logging to logs/PPO_7
---------------------------------
| rollout/           |          |
|    learning_rate        | 0.00047     |
|    loss                 | 0.003       |
|    n_updates            | 184         |
|    policy_gradient_loss | 0.000364    |
|    value_loss           | 0.0161      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | 4.34        |
| time/                   |             |
|    fps                  | 1706        |
|    iterations           | 48          |
|    time_elapsed         | 3686        |
|    total_timesteps      | 6291456     |
| train/                  |             |
|    approx_kl            | 0.023990087 |
|    clip_fraction        | 0.0668      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.068      |
|    explained_variance   | 0.96        |
|    learning_rate        | 0.000469    |
|    loss                 | 0.00404     |
|    n_updates            | 188         |
|    policy_gradient_loss | 0.00215     |
|    value_loss           | 0.0163      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | 4.67        |
| time/                   |             |
|    fps                  | 1706        |
|    iterations           | 49          |
|    time_elapsed         | 3763        |
|    total_timesteps      | 6422528     |
| train/                  |             |
|    approx_kl            | 0.026041504 |
|    clip_fraction        | 0.0662      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0711     |
|    explained_variance   | 0.956       |
|    learning_rate        | 0.000469    |
|    loss                 | 0.0048      |
|    n_updates            | 192         |
|    policy_gradient_loss | 0.00106     |
|    value_loss           | 0.0175      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 146         |
|    ep_rew_mean          | 4.61        |
| time/                   |             |
|    fps                  | 1706        |
|    iterations           | 50          |
|    time_elapsed         | 3841        |
|    total_timesteps      | 6553600     |
| train/                  |             |
|    approx_kl            | 0.016499965 |
|    clip_fraction        | 0.0578      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0732     |
|    explained_variance   | 0.956       |
|    learning_rate        | 0.000468    |
|    loss                 | 0.00305     |
|    n_updates            | 196         |
|    policy_gradient_loss | -0.000697   |
|    value_loss           | 0.0168      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 4.94        |
| time/                   |             |
|    fps                  | 1702        |
|    iterations           | 51          |
|    time_elapsed         | 3925        |
|    total_timesteps      | 6684672     |
| train/                  |             |
|    approx_kl            | 0.021993645 |
|    clip_fraction        | 0.0641      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0763     |
|    explained_variance   | 0.955       |
|    learning_rate        | 0.000467    |
|    loss                 | 0.0041      |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.000185   |
|    value_loss           | 0.0173      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 141        |
|    ep_rew_mean          | 4.57       |
| time/                   |            |
|    fps                  | 1677       |
|    iterations           | 52         |
|    time_elapsed         | 4062       |
|    total_timesteps      | 6815744    |
| train/                  |            |
|    approx_kl            | 0.01840138 |
|    clip_fraction        | 0.0629     |
|    clip_range           | 0.142      |
|    entropy_loss         | -0.0739    |
|    explained_variance   | 0.958      |
|    learning_rate        | 0.000467   |
|    loss                 | 0.00487    |
|    n_updates            | 204        |
|    policy_gradient_loss | 0.00137    |
|    value_loss           | 0.0165     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 4.92        |
| time/                   |             |
|    fps                  | 1677        |
|    iterations           | 53          |
|    time_elapsed         | 4140        |
|    total_timesteps      | 6946816     |
| train/                  |             |
|    approx_kl            | 0.019153241 |
|    clip_fraction        | 0.0617      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0729     |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.000466    |
|    loss                 | 0.00448     |
|    n_updates            | 208         |
|    policy_gradient_loss | 0.000244    |
|    value_loss           | 0.0163      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | 4.42        |
| time/                   |             |
|    fps                  | 1677        |
|    iterations           | 54          |
|    time_elapsed         | 4218        |
|    total_timesteps      | 7077888     |
| train/                  |             |
|    approx_kl            | 0.017915428 |
|    clip_fraction        | 0.0597      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0723     |
|    explained_variance   | 0.954       |
|    learning_rate        | 0.000465    |
|    loss                 | 0.00619     |
|    n_updates            | 212         |
|    policy_gradient_loss | -0.000482   |
|    value_loss           | 0.0175      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 143         |
|    ep_rew_mean          | 4.94        |
| time/                   |             |
|    fps                  | 1673        |
|    iterations           | 55          |
|    time_elapsed         | 4308        |
|    total_timesteps      | 7208960     |
| train/                  |             |
|    approx_kl            | 0.018584397 |
|    clip_fraction        | 0.0577      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0715     |
|    explained_variance   | 0.957       |
|    learning_rate        | 0.000465    |
|    loss                 | 0.00338     |
|    n_updates            | 216         |
|    policy_gradient_loss | 0.000434    |
|    value_loss           | 0.0177      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 5.09        |
| time/                   |             |
|    fps                  | 1668        |
|    iterations           | 56          |
|    time_elapsed         | 4398        |
|    total_timesteps      | 7340032     |
| train/                  |             |
|    approx_kl            | 0.022636928 |
|    clip_fraction        | 0.062       |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0695     |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.000464    |
|    loss                 | 0.00362     |
|    n_updates            | 220         |
|    policy_gradient_loss | 0.000408    |
|    value_loss           | 0.0167      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 150         |
|    ep_rew_mean          | 5.16        |
| time/                   |             |
|    fps                  | 1669        |
|    iterations           | 57          |
|    time_elapsed         | 4475        |
|    total_timesteps      | 7471104     |
| train/                  |             |
|    approx_kl            | 0.024905026 |
|    clip_fraction        | 0.0632      |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0656     |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.000463    |
|    loss                 | 0.00357     |
|    n_updates            | 224         |
|    policy_gradient_loss | 0.000736    |
|    value_loss           | 0.0162      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 148         |
|    ep_rew_mean          | 4.94        |
| time/                   |             |
|    fps                  | 1670        |
|    iterations           | 58          |
|    time_elapsed         | 4550        |
|    total_timesteps      | 7602176     |
| train/                  |             |
|    approx_kl            | 0.026477348 |
|    clip_fraction        | 0.062       |
|    clip_range           | 0.141       |
|    entropy_loss         | -0.0656     |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.000463    |
|    loss                 | 0.00542     |
|    n_updates            | 228         |
|    policy_gradient_loss | 0.000757    |
|    value_loss           | 0.0162      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 5.16        |
| time/                   |             |
|    fps                  | 1672        |
|    iterations           | 59          |
|    time_elapsed         | 4624        |
|    total_timesteps      | 7733248     |
| train/                  |             |
|    approx_kl            | 0.015191501 |
|    clip_fraction        | 0.0506      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0645     |
|    explained_variance   | 0.96        |
|    learning_rate        | 0.000462    |
|    loss                 | 0.00292     |
|    n_updates            | 232         |
|    policy_gradient_loss | -0.000802   |
|    value_loss           | 0.0156      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 146          |
|    ep_rew_mean          | 4.76         |
| time/                   |              |
|    fps                  | 1673         |
|    iterations           | 60           |
|    time_elapsed         | 4699         |
|    total_timesteps      | 7864320      |
| train/                  |              |
|    approx_kl            | 0.0149339475 |
|    clip_fraction        | 0.0512       |
|    clip_range           | 0.14         |
|    entropy_loss         | -0.065       |
|    explained_variance   | 0.964        |
|    learning_rate        | 0.000462     |
|    loss                 | 0.00342      |
|    n_updates            | 236          |
|    policy_gradient_loss | -0.000624    |
|    value_loss           | 0.0144       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 5.06        |
| time/                   |             |
|    fps                  | 1672        |
|    iterations           | 61          |
|    time_elapsed         | 4780        |
|    total_timesteps      | 7995392     |
| train/                  |             |
|    approx_kl            | 0.027851263 |
|    clip_fraction        | 0.062       |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.066      |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.000461    |
|    loss                 | 0.00628     |
|    n_updates            | 240         |
|    policy_gradient_loss | 0.00201     |
|    value_loss           | 0.0165      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 4.92        |
| time/                   |             |
|    fps                  | 1671        |
|    iterations           | 62          |
|    time_elapsed         | 4862        |
|    total_timesteps      | 8126464     |
| train/                  |             |
|    approx_kl            | 0.020394132 |
|    clip_fraction        | 0.0589      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0689     |
|    explained_variance   | 0.962       |
|    learning_rate        | 0.00046     |
|    loss                 | 0.00427     |
|    n_updates            | 244         |
|    policy_gradient_loss | 0.000843    |
|    value_loss           | 0.0151      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 144        |
|    ep_rew_mean          | 4.88       |
| time/                   |            |
|    fps                  | 1672       |
|    iterations           | 63         |
|    time_elapsed         | 4937       |
|    total_timesteps      | 8257536    |
| train/                  |            |
|    approx_kl            | 0.01861727 |
|    clip_fraction        | 0.0567     |
|    clip_range           | 0.14       |
|    entropy_loss         | -0.0666    |
|    explained_variance   | 0.963      |
|    learning_rate        | 0.00046    |
|    loss                 | 0.00399    |
|    n_updates            | 248        |
|    policy_gradient_loss | 8.72e-05   |
|    value_loss           | 0.0149     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 5.03        |
| time/                   |             |
|    fps                  | 1673        |
|    iterations           | 64          |
|    time_elapsed         | 5012        |
|    total_timesteps      | 8388608     |
| train/                  |             |
|    approx_kl            | 0.020197669 |
|    clip_fraction        | 0.0568      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0659     |
|    explained_variance   | 0.963       |
|    learning_rate        | 0.000459    |
|    loss                 | 0.00338     |
|    n_updates            | 252         |
|    policy_gradient_loss | -0.000271   |
|    value_loss           | 0.0145      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | 5.08        |
| time/                   |             |
|    fps                  | 1673        |
|    iterations           | 65          |
|    time_elapsed         | 5090        |
|    total_timesteps      | 8519680     |
| train/                  |             |
|    approx_kl            | 0.018166011 |
|    clip_fraction        | 0.0555      |
|    clip_range           | 0.14        |
|    entropy_loss         | -0.0653     |
|    explained_variance   | 0.963       |
|    learning_rate        | 0.000458    |
|    loss                 | 0.00432     |
|    n_updates            | 256         |
|    policy_gradient_loss | -0.000335   |
|    value_loss           | 0.0152      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 149        |
|    ep_rew_mean          | 5.28       |
| time/                   |            |
|    fps                  | 1674       |
|    iterations           | 66         |
|    time_elapsed         | 5167       |
|    total_timesteps      | 8650752    |
| train/                  |            |
|    approx_kl            | 0.01634922 |
|    clip_fraction        | 0.0532     |
|    clip_range           | 0.139      |
|    entropy_loss         | -0.0649    |
|    explained_variance   | 0.965      |
|    learning_rate        | 0.000458   |
|    loss                 | 0.00166    |
|    n_updates            | 260        |
|    policy_gradient_loss | -0.000446  |
|    value_loss           | 0.0145     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 4.93        |
| time/                   |             |
|    fps                  | 1674        |
|    iterations           | 67          |
|    time_elapsed         | 5243        |
|    total_timesteps      | 8781824     |
| train/                  |             |
|    approx_kl            | 0.020094857 |
|    clip_fraction        | 0.0538      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.0635     |
|    explained_variance   | 0.962       |
|    learning_rate        | 0.000457    |
|    loss                 | 0.00503     |
|    n_updates            | 264         |
|    policy_gradient_loss | -0.000355   |
|    value_loss           | 0.0152      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 147        |
|    ep_rew_mean          | 4.93       |
| time/                   |            |
|    fps                  | 1675       |
|    iterations           | 68         |
|    time_elapsed         | 5321       |
|    total_timesteps      | 8912896    |
| train/                  |            |
|    approx_kl            | 0.01929389 |
|    clip_fraction        | 0.0542     |
|    clip_range           | 0.139      |
|    entropy_loss         | -0.0621    |
|    explained_variance   | 0.962      |
|    learning_rate        | 0.000456   |
|    loss                 | 0.0048     |
|    n_updates            | 268        |
|    policy_gradient_loss | 0.000322   |
|    value_loss           | 0.0154     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 146         |
|    ep_rew_mean          | 5.13        |
| time/                   |             |
|    fps                  | 1675        |
|    iterations           | 69          |
|    time_elapsed         | 5396        |
|    total_timesteps      | 9043968     |
| train/                  |             |
|    approx_kl            | 0.018500581 |
|    clip_fraction        | 0.0524      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.0601     |
|    explained_variance   | 0.963       |
|    learning_rate        | 0.000456    |
|    loss                 | 0.00236     |
|    n_updates            | 272         |
|    policy_gradient_loss | 3.35e-05    |
|    value_loss           | 0.0153      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 146         |
|    ep_rew_mean          | 5.28        |
| time/                   |             |
|    fps                  | 1665        |
|    iterations           | 70          |
|    time_elapsed         | 5508        |
|    total_timesteps      | 9175040     |
| train/                  |             |
|    approx_kl            | 0.015321257 |
|    clip_fraction        | 0.0483      |
|    clip_range           | 0.139       |
|    entropy_loss         | -0.0596     |
|    explained_variance   | 0.964       |
|    learning_rate        | 0.000455    |
|    loss                 | 0.00269     |
|    n_updates            | 276         |
|    policy_gradient_loss | 4.15e-05    |
|    value_loss           | 0.0146      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 147        |
|    ep_rew_mean          | 5.07       |
| time/                   |            |
|    fps                  | 1665       |
|    iterations           | 71         |
|    time_elapsed         | 5586       |
|    total_timesteps      | 9306112    |
| train/                  |            |
|    approx_kl            | 0.01648049 |
|    clip_fraction        | 0.049      |
|    clip_range           | 0.139      |
|    entropy_loss         | -0.0586    |
|    explained_variance   | 0.964      |
|    learning_rate        | 0.000454   |
|    loss                 | 0.00379    |
|    n_updates            | 280        |
|    policy_gradient_loss | 1.84e-05   |
|    value_loss           | 0.0146     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 148         |
|    ep_rew_mean          | 5.13        |
| time/                   |             |
|    fps                  | 1665        |
|    iterations           | 72          |
|    time_elapsed         | 5665        |
|    total_timesteps      | 9437184     |
| train/                  |             |
|    approx_kl            | 0.027015593 |
|    clip_fraction        | 0.0534      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0582     |
|    explained_variance   | 0.962       |
|    learning_rate        | 0.000454    |
|    loss                 | 0.00415     |
|    n_updates            | 284         |
|    policy_gradient_loss | 0.000388    |
|    value_loss           | 0.0158      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 146         |
|    ep_rew_mean          | 5.1         |
| time/                   |             |
|    fps                  | 1665        |
|    iterations           | 73          |
|    time_elapsed         | 5743        |
|    total_timesteps      | 9568256     |
| train/                  |             |
|    approx_kl            | 0.018950298 |
|    clip_fraction        | 0.0514      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0583     |
|    explained_variance   | 0.964       |
|    learning_rate        | 0.000453    |
|    loss                 | 0.00235     |
|    n_updates            | 288         |
|    policy_gradient_loss | 0.000268    |
|    value_loss           | 0.0146      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 139         |
|    ep_rew_mean          | 4.69        |
| time/                   |             |
|    fps                  | 1666        |
|    iterations           | 74          |
|    time_elapsed         | 5819        |
|    total_timesteps      | 9699328     |
| train/                  |             |
|    approx_kl            | 0.018917944 |
|    clip_fraction        | 0.0541      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0597     |
|    explained_variance   | 0.963       |
|    learning_rate        | 0.000452    |
|    loss                 | 0.00228     |
|    n_updates            | 292         |
|    policy_gradient_loss | 0.000491    |
|    value_loss           | 0.0153      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 144         |
|    ep_rew_mean          | 4.87        |
| time/                   |             |
|    fps                  | 1667        |
|    iterations           | 75          |
|    time_elapsed         | 5894        |
|    total_timesteps      | 9830400     |
| train/                  |             |
|    approx_kl            | 0.021912774 |
|    clip_fraction        | 0.0517      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0547     |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.000452    |
|    loss                 | 0.00351     |
|    n_updates            | 296         |
|    policy_gradient_loss | 0.000256    |
|    value_loss           | 0.0158      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 4.89        |
| time/                   |             |
|    fps                  | 1668        |
|    iterations           | 76          |
|    time_elapsed         | 5971        |
|    total_timesteps      | 9961472     |
| train/                  |             |
|    approx_kl            | 0.020091228 |
|    clip_fraction        | 0.0468      |
|    clip_range           | 0.138       |
|    entropy_loss         | -0.0538     |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.000451    |
|    loss                 | 0.0104      |
|    n_updates            | 300         |
|    policy_gradient_loss | 8.4e-05     |
|    value_loss           | 0.0162      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 144        |
|    ep_rew_mean          | 4.93       |
| time/                   |            |
|    fps                  | 1669       |
|    iterations           | 77         |
|    time_elapsed         | 6046       |
|    total_timesteps      | 10092544   |
| train/                  |            |
|    approx_kl            | 0.02150048 |
|    clip_fraction        | 0.0488     |
|    clip_range           | 0.138      |
|    entropy_loss         | -0.0523    |
|    explained_variance   | 0.957      |
|    learning_rate        | 0.00045    |
|    loss                 | 0.00607    |
|    n_updates            | 304        |
|    policy_gradient_loss | 0.000851   |
|    value_loss           | 0.0161     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 144         |
|    ep_rew_mean          | 4.89        |
| time/                   |             |
|    fps                  | 1669        |
|    iterations           | 78          |
|    time_elapsed         | 6123        |
|    total_timesteps      | 10223616    |
| train/                  |             |
|    approx_kl            | 0.023592658 |
|    clip_fraction        | 0.0489      |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.0511     |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.00045     |
|    loss                 | 0.00599     |
|    n_updates            | 308         |
|    policy_gradient_loss | 0.00175     |
|    value_loss           | 0.016       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 148        |
|    ep_rew_mean          | 5.09       |
| time/                   |            |
|    fps                  | 1669       |
|    iterations           | 79         |
|    time_elapsed         | 6201       |
|    total_timesteps      | 10354688   |
| train/                  |            |
|    approx_kl            | 0.01400053 |
|    clip_fraction        | 0.0431     |
|    clip_range           | 0.137      |
|    entropy_loss         | -0.0515    |
|    explained_variance   | 0.963      |
|    learning_rate        | 0.000449   |
|    loss                 | 0.00325    |
|    n_updates            | 312        |
|    policy_gradient_loss | -0.000927  |
|    value_loss           | 0.0148     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 146        |
|    ep_rew_mean          | 5.12       |
| time/                   |            |
|    fps                  | 1669       |
|    iterations           | 80         |
|    time_elapsed         | 6279       |
|    total_timesteps      | 10485760   |
| train/                  |            |
|    approx_kl            | 0.03692233 |
|    clip_fraction        | 0.057      |
|    clip_range           | 0.137      |
|    entropy_loss         | -0.0542    |
|    explained_variance   | 0.964      |
|    learning_rate        | 0.000448   |
|    loss                 | 0.00593    |
|    n_updates            | 316        |
|    policy_gradient_loss | 0.00134    |
|    value_loss           | 0.0146     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 146         |
|    ep_rew_mean          | 5.36        |
| time/                   |             |
|    fps                  | 1670        |
|    iterations           | 81          |
|    time_elapsed         | 6356        |
|    total_timesteps      | 10616832    |
| train/                  |             |
|    approx_kl            | 0.019118318 |
|    clip_fraction        | 0.0492      |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.0537     |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.000448    |
|    loss                 | 0.00423     |
|    n_updates            | 320         |
|    policy_gradient_loss | -5.08e-05   |
|    value_loss           | 0.0154      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 144        |
|    ep_rew_mean          | 4.69       |
| time/                   |            |
|    fps                  | 1670       |
|    iterations           | 82         |
|    time_elapsed         | 6433       |
|    total_timesteps      | 10747904   |
| train/                  |            |
|    approx_kl            | 0.02016794 |
|    clip_fraction        | 0.0495     |
|    clip_range           | 0.137      |
|    entropy_loss         | -0.0546    |
|    explained_variance   | 0.959      |
|    learning_rate        | 0.000447   |
|    loss                 | 0.00574    |
|    n_updates            | 324        |
|    policy_gradient_loss | -0.000215  |
|    value_loss           | 0.016      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 144         |
|    ep_rew_mean          | 4.78        |
| time/                   |             |
|    fps                  | 1671        |
|    iterations           | 83          |
|    time_elapsed         | 6510        |
|    total_timesteps      | 10878976    |
| train/                  |             |
|    approx_kl            | 0.030193912 |
|    clip_fraction        | 0.0624      |
|    clip_range           | 0.137       |
|    entropy_loss         | -0.054      |
|    explained_variance   | 0.962       |
|    learning_rate        | 0.000447    |
|    loss                 | 0.00612     |
|    n_updates            | 328         |
|    policy_gradient_loss | 0.00264     |
|    value_loss           | 0.016       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 144         |
|    ep_rew_mean          | 5.01        |
| time/                   |             |
|    fps                  | 1671        |
|    iterations           | 84          |
|    time_elapsed         | 6587        |
|    total_timesteps      | 11010048    |
| train/                  |             |
|    approx_kl            | 0.020443503 |
|    clip_fraction        | 0.0499      |
|    clip_range           | 0.136       |
|    entropy_loss         | -0.0537     |
|    explained_variance   | 0.962       |
|    learning_rate        | 0.000446    |
|    loss                 | 0.00368     |
|    n_updates            | 332         |
|    policy_gradient_loss | 2.27e-06    |
|    value_loss           | 0.0153      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 143         |
|    ep_rew_mean          | 5.05        |
| time/                   |             |
|    fps                  | 1671        |
|    iterations           | 85          |
|    time_elapsed         | 6664        |
|    total_timesteps      | 11141120    |
| train/                  |             |
|    approx_kl            | 0.023769978 |
|    clip_fraction        | 0.0534      |
|    clip_range           | 0.136       |
|    entropy_loss         | -0.0549     |
|    explained_variance   | 0.96        |
|    learning_rate        | 0.000445    |
|    loss                 | 0.00459     |
|    n_updates            | 336         |
|    policy_gradient_loss | 0.0002      |
|    value_loss           | 0.0164      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 146         |
|    ep_rew_mean          | 4.99        |
| time/                   |             |
|    fps                  | 1670        |
|    iterations           | 86          |
|    time_elapsed         | 6748        |
|    total_timesteps      | 11272192    |
| train/                  |             |
|    approx_kl            | 0.022201002 |
|    clip_fraction        | 0.049       |
|    clip_range           | 0.136       |
|    entropy_loss         | -0.0509     |
|    explained_variance   | 0.963       |
|    learning_rate        | 0.000445    |
|    loss                 | 0.00423     |
|    n_updates            | 340         |
|    policy_gradient_loss | 5.5e-05     |
|    value_loss           | 0.0155      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 4.97        |
| time/                   |             |
|    fps                  | 1668        |
|    iterations           | 87          |
|    time_elapsed         | 6832        |
|    total_timesteps      | 11403264    |
| train/                  |             |
|    approx_kl            | 0.020102758 |
|    clip_fraction        | 0.0493      |
|    clip_range           | 0.136       |
|    entropy_loss         | -0.0507     |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.000444    |
|    loss                 | 0.00207     |
|    n_updates            | 344         |
|    policy_gradient_loss | 0.000596    |
|    value_loss           | 0.0165      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 139         |
|    ep_rew_mean          | 4.67        |
| time/                   |             |
|    fps                  | 1668        |
|    iterations           | 88          |
|    time_elapsed         | 6913        |
|    total_timesteps      | 11534336    |
| train/                  |             |
|    approx_kl            | 0.015858425 |
|    clip_fraction        | 0.0454      |
|    clip_range           | 0.136       |
|    entropy_loss         | -0.0548     |
|    explained_variance   | 0.964       |
|    learning_rate        | 0.000443    |
|    loss                 | 0.00239     |
|    n_updates            | 348         |
|    policy_gradient_loss | -0.000824   |
|    value_loss           | 0.0148      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 144         |
|    ep_rew_mean          | 4.95        |
| time/                   |             |
|    fps                  | 1667        |
|    iterations           | 89          |
|    time_elapsed         | 6996        |
|    total_timesteps      | 11665408    |
| train/                  |             |
|    approx_kl            | 0.026221769 |
|    clip_fraction        | 0.0551      |
|    clip_range           | 0.136       |
|    entropy_loss         | -0.0583     |
|    explained_variance   | 0.96        |
|    learning_rate        | 0.000443    |
|    loss                 | 0.00515     |
|    n_updates            | 352         |
|    policy_gradient_loss | 0.00375     |
|    value_loss           | 0.0162      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 152        |
|    ep_rew_mean          | 5.3        |
| time/                   |            |
|    fps                  | 1667       |
|    iterations           | 90         |
|    time_elapsed         | 7074       |
|    total_timesteps      | 11796480   |
| train/                  |            |
|    approx_kl            | 0.01566152 |
|    clip_fraction        | 0.0472     |
|    clip_range           | 0.135      |
|    entropy_loss         | -0.0606    |
|    explained_variance   | 0.962      |
|    learning_rate        | 0.000442   |
|    loss                 | 0.00227    |
|    n_updates            | 356        |
|    policy_gradient_loss | -0.00111   |
|    value_loss           | 0.0151     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 148         |
|    ep_rew_mean          | 5.26        |
| time/                   |             |
|    fps                  | 1666        |
|    iterations           | 91          |
|    time_elapsed         | 7157        |
|    total_timesteps      | 11927552    |
| train/                  |             |
|    approx_kl            | 0.021851538 |
|    clip_fraction        | 0.0572      |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.0603     |
|    explained_variance   | 0.964       |
|    learning_rate        | 0.000441    |
|    loss                 | 0.00332     |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.000477    |
|    value_loss           | 0.0149      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | 4.64        |
| time/                   |             |
|    fps                  | 1665        |
|    iterations           | 92          |
|    time_elapsed         | 7240        |
|    total_timesteps      | 12058624    |
| train/                  |             |
|    approx_kl            | 0.014594303 |
|    clip_fraction        | 0.0479      |
|    clip_range           | 0.135       |
|    entropy_loss         | -0.0592     |
|    explained_variance   | 0.96        |
|    learning_rate        | 0.000441    |
|    loss                 | 0.00417     |
|    n_updates            | 364         |
|    policy_gradient_loss | -0.000505   |
|    value_loss           | 0.0159      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 143         |
|    ep_rew_mean          | 4.89        |
| time/                   |             |
|    fps                  | 1664        |
|    iterations           | 93          |
|    time_elapsed         | 7324        |
|    total_timesteps      | 12189696    |
| train/                  |             |
|    approx_kl            | 0.020187061 |
|    clip_fraction        | 0.0485      |
