Logging to logs/ppo_cnn_4x4_1
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1220        |
|    iterations           | 54          |
|    time_elapsed         | 2900        |
|    total_timesteps      | 3538944     |
| train/                  |             |
|    approx_kl            | 0.018971745 |
|    clip_fraction        | 0.0161      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0136     |
|    explained_variance   | 0.872       |
|    learning_rate        | 0.000483    |
|    loss                 | 0.00317     |
|    n_updates            | 212         |
|    policy_gradient_loss | 0.000919    |
|    value_loss           | 0.00943     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1220        |
|    iterations           | 55          |
|    time_elapsed         | 2953        |
|    total_timesteps      | 3604480     |
| train/                  |             |
|    approx_kl            | 0.017652964 |
|    clip_fraction        | 0.0158      |
|    clip_range           | 0.146       |
|    entropy_loss         | -0.0124     |
|    explained_variance   | 0.882       |
|    learning_rate        | 0.000482    |
|    loss                 | 0.0052      |
|    n_updates            | 216         |
|    policy_gradient_loss | 0.000264    |
|    value_loss           | 0.00862     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37          |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1221        |
|    iterations           | 56          |
|    time_elapsed         | 3004        |
|    total_timesteps      | 3670016     |
| train/                  |             |
|    approx_kl            | 0.024815615 |
|    clip_fraction        | 0.0188      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0138     |
|    explained_variance   | 0.858       |
|    learning_rate        | 0.000482    |
|    loss                 | 0.00447     |
|    n_updates            | 220         |
|    policy_gradient_loss | 0.00232     |
|    value_loss           | 0.0107      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.3        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1220        |
|    iterations           | 57          |
|    time_elapsed         | 3060        |
|    total_timesteps      | 3735552     |
| train/                  |             |
|    approx_kl            | 0.033137515 |
|    clip_fraction        | 0.0153      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0132     |
|    explained_variance   | 0.844       |
|    learning_rate        | 0.000482    |
|    loss                 | 0.00569     |
|    n_updates            | 224         |
|    policy_gradient_loss | 0.000291    |
|    value_loss           | 0.0118      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 37.1        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1220        |
|    iterations           | 58          |
|    time_elapsed         | 3115        |
|    total_timesteps      | 3801088     |
| train/                  |             |
|    approx_kl            | 0.008270711 |
|    clip_fraction        | 0.0126      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0131     |
|    explained_variance   | 0.85        |
|    learning_rate        | 0.000481    |
|    loss                 | 0.00395     |
|    n_updates            | 228         |
|    policy_gradient_loss | 9.38e-05    |
|    value_loss           | 0.0105      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.8        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1219        |
|    iterations           | 59          |
|    time_elapsed         | 3170        |
|    total_timesteps      | 3866624     |
| train/                  |             |
|    approx_kl            | 0.016546203 |
|    clip_fraction        | 0.0159      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0137     |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.000481    |
|    loss                 | 0.00473     |
|    n_updates            | 232         |
|    policy_gradient_loss | 0.000718    |
|    value_loss           | 0.00852     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.2       |
|    ep_rew_mean          | 2.27       |
| time/                   |            |
|    fps                  | 1219       |
|    iterations           | 60         |
|    time_elapsed         | 3225       |
|    total_timesteps      | 3932160    |
| train/                  |            |
|    approx_kl            | 0.01658693 |
|    clip_fraction        | 0.0157     |
|    clip_range           | 0.145      |
|    entropy_loss         | -0.013     |
|    explained_variance   | 0.84       |
|    learning_rate        | 0.000481   |
|    loss                 | 0.00357    |
|    n_updates            | 236        |
|    policy_gradient_loss | -0.000117  |
|    value_loss           | 0.0115     |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 36        |
|    ep_rew_mean          | 2.26      |
| time/                   |           |
|    fps                  | 1218      |
|    iterations           | 61        |
|    time_elapsed         | 3280      |
|    total_timesteps      | 3997696   |
| train/                  |           |
|    approx_kl            | 0.0186226 |
|    clip_fraction        | 0.0161    |
|    clip_range           | 0.145     |
|    entropy_loss         | -0.0132   |
|    explained_variance   | 0.879     |
|    learning_rate        | 0.00048   |
|    loss                 | 0.00432   |
|    n_updates            | 240       |
|    policy_gradient_loss | 0.00093   |
|    value_loss           | 0.00908   |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.8        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1217        |
|    iterations           | 62          |
|    time_elapsed         | 3336        |
|    total_timesteps      | 4063232     |
| train/                  |             |
|    approx_kl            | 0.014434664 |
|    clip_fraction        | 0.013       |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0125     |
|    explained_variance   | 0.88        |
|    learning_rate        | 0.00048     |
|    loss                 | 0.00352     |
|    n_updates            | 244         |
|    policy_gradient_loss | 0.000324    |
|    value_loss           | 0.00858     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.5        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1215        |
|    iterations           | 63          |
|    time_elapsed         | 3397        |
|    total_timesteps      | 4128768     |
| train/                  |             |
|    approx_kl            | 0.029011773 |
|    clip_fraction        | 0.0169      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0142     |
|    explained_variance   | 0.892       |
|    learning_rate        | 0.00048     |
|    loss                 | 0.00454     |
|    n_updates            | 248         |
|    policy_gradient_loss | 0.00171     |
|    value_loss           | 0.0084      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.7       |
|    ep_rew_mean          | 2.23       |
| time/                   |            |
|    fps                  | 1213       |
|    iterations           | 64         |
|    time_elapsed         | 3456       |
|    total_timesteps      | 4194304    |
| train/                  |            |
|    approx_kl            | 0.02846893 |
|    clip_fraction        | 0.0169     |
|    clip_range           | 0.145      |
|    entropy_loss         | -0.0134    |
|    explained_variance   | 0.885      |
|    learning_rate        | 0.000479   |
|    loss                 | 0.00667    |
|    n_updates            | 252        |
|    policy_gradient_loss | 0.00174    |
|    value_loss           | 0.00909    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.3        |
|    ep_rew_mean          | 2.22        |
| time/                   |             |
|    fps                  | 1214        |
|    iterations           | 65          |
|    time_elapsed         | 3508        |
|    total_timesteps      | 4259840     |
| train/                  |             |
|    approx_kl            | 0.014203733 |
|    clip_fraction        | 0.0145      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0132     |
|    explained_variance   | 0.833       |
|    learning_rate        | 0.000479    |
|    loss                 | 0.00614     |
|    n_updates            | 256         |
|    policy_gradient_loss | -0.000361   |
|    value_loss           | 0.0119      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.5        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1214        |
|    iterations           | 66          |
|    time_elapsed         | 3561        |
|    total_timesteps      | 4325376     |
| train/                  |             |
|    approx_kl            | 0.016327769 |
|    clip_fraction        | 0.0165      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0132     |
|    explained_variance   | 0.883       |
|    learning_rate        | 0.000479    |
|    loss                 | 0.00554     |
|    n_updates            | 260         |
|    policy_gradient_loss | 0.00105     |
|    value_loss           | 0.00855     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36          |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1215        |
|    iterations           | 67          |
|    time_elapsed         | 3612        |
|    total_timesteps      | 4390912     |
| train/                  |             |
|    approx_kl            | 0.021859067 |
|    clip_fraction        | 0.0157      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.012      |
|    explained_variance   | 0.914       |
|    learning_rate        | 0.000478    |
|    loss                 | 0.00279     |
|    n_updates            | 264         |
|    policy_gradient_loss | 0.00124     |
|    value_loss           | 0.00614     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.7        |
|    ep_rew_mean          | 2.2         |
| time/                   |             |
|    fps                  | 1215        |
|    iterations           | 68          |
|    time_elapsed         | 3666        |
|    total_timesteps      | 4456448     |
| train/                  |             |
|    approx_kl            | 0.015688732 |
|    clip_fraction        | 0.0151      |
|    clip_range           | 0.145       |
|    entropy_loss         | -0.0139     |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.000478    |
|    loss                 | 0.00477     |
|    n_updates            | 268         |
|    policy_gradient_loss | 0.000827    |
|    value_loss           | 0.00923     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.6        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1215        |
|    iterations           | 69          |
|    time_elapsed         | 3719        |
|    total_timesteps      | 4521984     |
| train/                  |             |
|    approx_kl            | 0.008934019 |
|    clip_fraction        | 0.0125      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0134     |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.000478    |
|    loss                 | 0.00252     |
|    n_updates            | 272         |
|    policy_gradient_loss | -5.84e-05   |
|    value_loss           | 0.00964     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.6        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1215        |
|    iterations           | 70          |
|    time_elapsed         | 3773        |
|    total_timesteps      | 4587520     |
| train/                  |             |
|    approx_kl            | 0.017773284 |
|    clip_fraction        | 0.0145      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.013      |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.000478    |
|    loss                 | 0.00535     |
|    n_updates            | 276         |
|    policy_gradient_loss | 0.00084     |
|    value_loss           | 0.00859     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.5        |
|    ep_rew_mean          | 2.22        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 71          |
|    time_elapsed         | 3834        |
|    total_timesteps      | 4653056     |
| train/                  |             |
|    approx_kl            | 0.022151675 |
|    clip_fraction        | 0.0138      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0123     |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.000477    |
|    loss                 | 0.00339     |
|    n_updates            | 280         |
|    policy_gradient_loss | 0.000965    |
|    value_loss           | 0.00852     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.2        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 72          |
|    time_elapsed         | 3889        |
|    total_timesteps      | 4718592     |
| train/                  |             |
|    approx_kl            | 0.017842926 |
|    clip_fraction        | 0.0152      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0119     |
|    explained_variance   | 0.871       |
|    learning_rate        | 0.000477    |
|    loss                 | 0.00488     |
|    n_updates            | 284         |
|    policy_gradient_loss | 0.0009      |
|    value_loss           | 0.00968     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.8        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1212        |
|    iterations           | 73          |
|    time_elapsed         | 3944        |
|    total_timesteps      | 4784128     |
| train/                  |             |
|    approx_kl            | 0.009531804 |
|    clip_fraction        | 0.0128      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0123     |
|    explained_variance   | 0.845       |
|    learning_rate        | 0.000477    |
|    loss                 | 0.0044      |
|    n_updates            | 288         |
|    policy_gradient_loss | -0.000104   |
|    value_loss           | 0.0119      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 36           |
|    ep_rew_mean          | 2.24         |
| time/                   |              |
|    fps                  | 1212         |
|    iterations           | 74           |
|    time_elapsed         | 3998         |
|    total_timesteps      | 4849664      |
| train/                  |              |
|    approx_kl            | 0.0135039985 |
|    clip_fraction        | 0.0163       |
|    clip_range           | 0.144        |
|    entropy_loss         | -0.0126      |
|    explained_variance   | 0.872        |
|    learning_rate        | 0.000476     |
|    loss                 | 0.00382      |
|    n_updates            | 292          |
|    policy_gradient_loss | 0.00185      |
|    value_loss           | 0.0102       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.5        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1212        |
|    iterations           | 75          |
|    time_elapsed         | 4052        |
|    total_timesteps      | 4915200     |
| train/                  |             |
|    approx_kl            | 0.027958378 |
|    clip_fraction        | 0.0133      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0114     |
|    explained_variance   | 0.88        |
|    learning_rate        | 0.000476    |
|    loss                 | 0.00405     |
|    n_updates            | 296         |
|    policy_gradient_loss | 0.00139     |
|    value_loss           | 0.00889     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 35.5      |
|    ep_rew_mean          | 2.28      |
| time/                   |           |
|    fps                  | 1213      |
|    iterations           | 76        |
|    time_elapsed         | 4105      |
|    total_timesteps      | 4980736   |
| train/                  |           |
|    approx_kl            | 0.0383298 |
|    clip_fraction        | 0.0186    |
|    clip_range           | 0.144     |
|    entropy_loss         | -0.0141   |
|    explained_variance   | 0.84      |
|    learning_rate        | 0.000476  |
|    loss                 | 0.00588   |
|    n_updates            | 300       |
|    policy_gradient_loss | 0.00438   |
|    value_loss           | 0.013     |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.2        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 77          |
|    time_elapsed         | 4159        |
|    total_timesteps      | 5046272     |
| train/                  |             |
|    approx_kl            | 0.025736917 |
|    clip_fraction        | 0.0159      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0136     |
|    explained_variance   | 0.841       |
|    learning_rate        | 0.000475    |
|    loss                 | 0.00365     |
|    n_updates            | 304         |
|    policy_gradient_loss | 0.000754    |
|    value_loss           | 0.0115      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.7        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 78          |
|    time_elapsed         | 4212        |
|    total_timesteps      | 5111808     |
| train/                  |             |
|    approx_kl            | 0.030026767 |
|    clip_fraction        | 0.0226      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0142     |
|    explained_variance   | 0.86        |
|    learning_rate        | 0.000475    |
|    loss                 | 0.00366     |
|    n_updates            | 308         |
|    policy_gradient_loss | 0.00205     |
|    value_loss           | 0.0109      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.3        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 79          |
|    time_elapsed         | 4267        |
|    total_timesteps      | 5177344     |
| train/                  |             |
|    approx_kl            | 0.023427613 |
|    clip_fraction        | 0.0166      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0118     |
|    explained_variance   | 0.862       |
|    learning_rate        | 0.000475    |
|    loss                 | 0.00531     |
|    n_updates            | 312         |
|    policy_gradient_loss | 0.00122     |
|    value_loss           | 0.0105      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.5        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1212        |
|    iterations           | 80          |
|    time_elapsed         | 4322        |
|    total_timesteps      | 5242880     |
| train/                  |             |
|    approx_kl            | 0.040678315 |
|    clip_fraction        | 0.0173      |
|    clip_range           | 0.144       |
|    entropy_loss         | -0.0133     |
|    explained_variance   | 0.863       |
|    learning_rate        | 0.000474    |
|    loss                 | 0.00531     |
|    n_updates            | 316         |
|    policy_gradient_loss | 0.00145     |
|    value_loss           | 0.0104      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.7        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 81          |
|    time_elapsed         | 4376        |
|    total_timesteps      | 5308416     |
| train/                  |             |
|    approx_kl            | 0.020238588 |
|    clip_fraction        | 0.0171      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0132     |
|    explained_variance   | 0.863       |
|    learning_rate        | 0.000474    |
|    loss                 | 0.00471     |
|    n_updates            | 320         |
|    policy_gradient_loss | 0.000443    |
|    value_loss           | 0.0101      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1212        |
|    iterations           | 82          |
|    time_elapsed         | 4430        |
|    total_timesteps      | 5373952     |
| train/                  |             |
|    approx_kl            | 0.013666286 |
|    clip_fraction        | 0.0152      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.013      |
|    explained_variance   | 0.871       |
|    learning_rate        | 0.000474    |
|    loss                 | 0.00391     |
|    n_updates            | 324         |
|    policy_gradient_loss | 0.00082     |
|    value_loss           | 0.00973     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 35.9       |
|    ep_rew_mean          | 2.26       |
| time/                   |            |
|    fps                  | 1212       |
|    iterations           | 83         |
|    time_elapsed         | 4484       |
|    total_timesteps      | 5439488    |
| train/                  |            |
|    approx_kl            | 0.01489853 |
|    clip_fraction        | 0.0165     |
|    clip_range           | 0.143      |
|    entropy_loss         | -0.0148    |
|    explained_variance   | 0.883      |
|    learning_rate        | 0.000473   |
|    loss                 | 0.00361    |
|    n_updates            | 328        |
|    policy_gradient_loss | 0.000894   |
|    value_loss           | 0.00856    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.8        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1212        |
|    iterations           | 84          |
|    time_elapsed         | 4538        |
|    total_timesteps      | 5505024     |
| train/                  |             |
|    approx_kl            | 0.014348812 |
|    clip_fraction        | 0.0195      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0161     |
|    explained_variance   | 0.882       |
|    learning_rate        | 0.000473    |
|    loss                 | 0.00261     |
|    n_updates            | 332         |
|    policy_gradient_loss | 0.000855    |
|    value_loss           | 0.00886     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.8        |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 85          |
|    time_elapsed         | 4592        |
|    total_timesteps      | 5570560     |
| train/                  |             |
|    approx_kl            | 0.012361246 |
|    clip_fraction        | 0.0145      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0134     |
|    explained_variance   | 0.872       |
|    learning_rate        | 0.000473    |
|    loss                 | 0.00404     |
|    n_updates            | 336         |
|    policy_gradient_loss | 0.000259    |
|    value_loss           | 0.00956     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36          |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 86          |
|    time_elapsed         | 4645        |
|    total_timesteps      | 5636096     |
| train/                  |             |
|    approx_kl            | 0.010492817 |
|    clip_fraction        | 0.0134      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.013      |
|    explained_variance   | 0.854       |
|    learning_rate        | 0.000472    |
|    loss                 | 0.00588     |
|    n_updates            | 340         |
|    policy_gradient_loss | -1.05e-05   |
|    value_loss           | 0.0112      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.5        |
|    ep_rew_mean          | 2.25        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 87          |
|    time_elapsed         | 4699        |
|    total_timesteps      | 5701632     |
| train/                  |             |
|    approx_kl            | 0.018784761 |
|    clip_fraction        | 0.0136      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0122     |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.000472    |
|    loss                 | 0.00636     |
|    n_updates            | 344         |
|    policy_gradient_loss | 0.00113     |
|    value_loss           | 0.00933     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.3        |
|    ep_rew_mean          | 2.25        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 88          |
|    time_elapsed         | 4753        |
|    total_timesteps      | 5767168     |
| train/                  |             |
|    approx_kl            | 0.011407496 |
|    clip_fraction        | 0.0122      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0114     |
|    explained_variance   | 0.891       |
|    learning_rate        | 0.000472    |
|    loss                 | 0.00338     |
|    n_updates            | 348         |
|    policy_gradient_loss | 6.06e-05    |
|    value_loss           | 0.00748     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.3        |
|    ep_rew_mean          | 2.23        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 89          |
|    time_elapsed         | 4806        |
|    total_timesteps      | 5832704     |
| train/                  |             |
|    approx_kl            | 0.016478514 |
|    clip_fraction        | 0.0133      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0121     |
|    explained_variance   | 0.891       |
|    learning_rate        | 0.000471    |
|    loss                 | 0.00415     |
|    n_updates            | 352         |
|    policy_gradient_loss | 0.0013      |
|    value_loss           | 0.00774     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.2        |
|    ep_rew_mean          | 2.29        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 90          |
|    time_elapsed         | 4860        |
|    total_timesteps      | 5898240     |
| train/                  |             |
|    approx_kl            | 0.009806739 |
|    clip_fraction        | 0.0128      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.0131     |
|    explained_variance   | 0.889       |
|    learning_rate        | 0.000471    |
|    loss                 | 0.00241     |
|    n_updates            | 356         |
|    policy_gradient_loss | 0.000744    |
|    value_loss           | 0.00818     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36          |
|    ep_rew_mean          | 2.27        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 91          |
|    time_elapsed         | 4914        |
|    total_timesteps      | 5963776     |
| train/                  |             |
|    approx_kl            | 0.013543118 |
|    clip_fraction        | 0.0117      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.011      |
|    explained_variance   | 0.895       |
|    learning_rate        | 0.000471    |
|    loss                 | 0.0026      |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.000183    |
|    value_loss           | 0.00756     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 2.26        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 92          |
|    time_elapsed         | 4968        |
|    total_timesteps      | 6029312     |
| train/                  |             |
|    approx_kl            | 0.013622915 |
|    clip_fraction        | 0.0122      |
|    clip_range           | 0.143       |
|    entropy_loss         | -0.011      |
|    explained_variance   | 0.893       |
|    learning_rate        | 0.00047     |
|    loss                 | 0.00356     |
|    n_updates            | 364         |
|    policy_gradient_loss | 0.0026      |
|    value_loss           | 0.00792     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 36.1      |
|    ep_rew_mean          | 2.24      |
| time/                   |           |
|    fps                  | 1213      |
|    iterations           | 93        |
|    time_elapsed         | 5021      |
|    total_timesteps      | 6094848   |
| train/                  |           |
|    approx_kl            | 0.0147919 |
|    clip_fraction        | 0.0119    |
|    clip_range           | 0.142     |
|    entropy_loss         | -0.0114   |
|    explained_variance   | 0.881     |
|    learning_rate        | 0.00047   |
|    loss                 | 0.00834   |
|    n_updates            | 368       |
|    policy_gradient_loss | 0.000735  |
|    value_loss           | 0.00964   |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.2        |
|    ep_rew_mean          | 2.28        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 94          |
|    time_elapsed         | 5075        |
|    total_timesteps      | 6160384     |
| train/                  |             |
|    approx_kl            | 0.014028532 |
|    clip_fraction        | 0.0129      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.0116     |
|    explained_variance   | 0.866       |
|    learning_rate        | 0.00047     |
|    loss                 | 0.00413     |
|    n_updates            | 372         |
|    policy_gradient_loss | 0.000242    |
|    value_loss           | 0.00941     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.4       |
|    ep_rew_mean          | 2.29       |
| time/                   |            |
|    fps                  | 1213       |
|    iterations           | 95         |
|    time_elapsed         | 5130       |
|    total_timesteps      | 6225920    |
| train/                  |            |
|    approx_kl            | 0.02356474 |
|    clip_fraction        | 0.0145     |
|    clip_range           | 0.142      |
|    entropy_loss         | -0.0119    |
|    explained_variance   | 0.905      |
|    learning_rate        | 0.000469   |
|    loss                 | 0.00903    |
|    n_updates            | 376        |
|    policy_gradient_loss | 0.000943   |
|    value_loss           | 0.00685    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.7        |
|    ep_rew_mean          | 2.31        |
| time/                   |             |
|    fps                  | 1213        |
|    iterations           | 96          |
|    time_elapsed         | 5183        |
|    total_timesteps      | 6291456     |
| train/                  |             |
|    approx_kl            | 0.021174971 |
|    clip_fraction        | 0.0179      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.012      |
|    explained_variance   | 0.884       |
|    learning_rate        | 0.000469    |
|    loss                 | 0.00347     |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.00172     |
|    value_loss           | 0.0075      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.1        |
|    ep_rew_mean          | 2.21        |
| time/                   |             |
|    fps                  | 1214        |
|    iterations           | 97          |
|    time_elapsed         | 5236        |
|    total_timesteps      | 6356992     |
| train/                  |             |
|    approx_kl            | 0.021212444 |
|    clip_fraction        | 0.0165      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.013      |
|    explained_variance   | 0.897       |
|    learning_rate        | 0.000469    |
|    loss                 | 0.00372     |
|    n_updates            | 384         |
|    policy_gradient_loss | 0.000885    |
|    value_loss           | 0.008       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.4        |
|    ep_rew_mean          | 2.3         |
| time/                   |             |
|    fps                  | 1214        |
|    iterations           | 98          |
|    time_elapsed         | 5290        |
|    total_timesteps      | 6422528     |
| train/                  |             |
|    approx_kl            | 0.031024091 |
|    clip_fraction        | 0.0148      |
|    clip_range           | 0.142       |
|    entropy_loss         | -0.013      |
|    explained_variance   | 0.872       |
|    learning_rate        | 0.000468    |
|    loss                 | 0.00275     |
|    n_updates            | 388         |
|    policy_gradient_loss | 0.00106     |
|    value_loss           | 0.00942     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.6       |
|    ep_rew_mean          | 2.26       |
| time/                   |            |
|    fps                  | 1213       |
|    iterations           | 99         |
|    time_elapsed         | 5345       |
|    total_timesteps      | 6488064    |
| train/                  |            |
|    approx_kl            | 0.01842385 |
|    clip_fraction        | 0.0146     |
|    clip_range           | 0.142      |
|    entropy_loss         | -0.0132    |
|    explained_variance   | 0.882      |
